seg_id,segment_label,event_a,event_b,total_a,total_b,flow_type,from_km_a,to_km_a,from_km_b,to_km_b,width_m,overtaking_a,overtaking_b,sample_a,sample_b,pct_a,pct_b,copresence_a,copresence_b,unique_encounters,participants_involved,overtaking_load_a,overtaking_load_b,max_overtaking_load_a,max_overtaking_load_b,spatial_zone_exists,temporal_overlap_exists,true_pass_exists,has_convergence_policy,has_convergence,convergence_zone_start,convergence_zone_end,no_pass_reason_code,conflict_length_m,worst_zone_index,convergence_points_json,analysis_timestamp,app_version,environment,data_source,start_times,min_overlap_duration,conflict_length_m
I1,Station Rd. to Bridge/Mill (Half + Full co-direction),half,full,912,368,counterflow,5.0,10.75,23.26,29.01,3.0,0,0,,,0.0,0.0,17,6,6333,23,0.0,1.9,0,26,True,False,False,False,False,7.66,8.23,SPATIAL_ONLY_NO_TEMPORAL,200.0,0,"[{""km"": 7.94, ""type"": ""true_pass""}, {""km"": 8.1, ""type"": ""true_pass""}, {""km"": 8.25, ""type"": ""true_pass""}, {""km"": 8.36, ""type"": ""true_pass""}, {""km"": 8.49, ""type"": ""true_pass""}, {""km"": 8.65, ""type"": ""true_pass""}, {""km"": 8.76, ""type"": ""true_pass""}, {""km"": 8.93, ""type"": ""true_pass""}, {""km"": 9.03, ""type"": ""true_pass""}, {""km"": 9.22, ""type"": ""true_pass""}, {""km"": 9.33, ""type"": ""true_pass""}, {""km"": 9.5, ""type"": ""true_pass""}, {""km"": 9.61, ""type"": ""true_pass""}, {""km"": 9.79, ""type"": ""true_pass""}, {""km"": 9.9, ""type"": ""true_pass""}, {""km"": 10.08, ""type"": ""true_pass""}, {""km"": 10.18, ""type"": ""true_pass""}, {""km"": 10.36, ""type"": ""true_pass""}, {""km"": 10.47, ""type"": ""true_pass""}, {""km"": 10.65, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
J1,Bridge/Mill to Half Turn (Half + Full co-direction),half,full,912,368,counterflow,10.75,13.43,29.01,31.64,1.5,0,215,,"2543, 2576, 2595, ... (10 total)",0.0,58.4,218,139,4218,462,0.0,1.8,0,17,True,True,True,True,True,10.82,11.09,,200.0,1,"[{""km"": 10.75, ""type"": ""true_pass""}, {""km"": 10.85, ""type"": ""true_pass""}, {""km"": 10.96, ""type"": ""true_pass""}, {""km"": 11.06, ""type"": ""true_pass""}, {""km"": 11.17, ""type"": ""true_pass""}, {""km"": 11.28, ""type"": ""true_pass""}, {""km"": 11.38, ""type"": ""true_pass""}, {""km"": 11.48, ""type"": ""true_pass""}, {""km"": 11.59, ""type"": ""true_pass""}, {""km"": 11.7, ""type"": ""true_pass""}, {""km"": 11.8, ""type"": ""true_pass""}, {""km"": 11.91, ""type"": ""true_pass""}, {""km"": 12.01, ""type"": ""true_pass""}, {""km"": 12.12, ""type"": ""true_pass""}, {""km"": 12.22, ""type"": ""true_pass""}, {""km"": 12.33, ""type"": ""true_pass""}, {""km"": 12.43, ""type"": ""true_pass""}, {""km"": 12.54, ""type"": ""true_pass""}, {""km"": 12.65, ""type"": ""true_pass""}, {""km"": 12.75, ""type"": ""true_pass""}, {""km"": 12.85, ""type"": ""true_pass""}, {""km"": 12.96, ""type"": ""true_pass""}, {""km"": 13.06, ""type"": ""true_pass""}, {""km"": 13.17, ""type"": ""true_pass""}, {""km"": 13.28, ""type"": ""true_pass""}, {""km"": 13.38, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
J2,Half Turn to Full Turn (Full outbound spur),full,full,368,368,none,31.64,33.11,31.64,33.11,1.5,5,5,"2693, 2719, 2767, ... (5 total)","2693, 2719, 2767, ... (5 total)",1.4,1.4,368,368,2237,368,0.0,0.0,1,1,True,True,True,True,True,31.64,31.71,,150.0,0,"[{""km"": 31.64, ""type"": ""true_pass""}, {""km"": 31.74, ""type"": ""true_pass""}, {""km"": 31.84, ""type"": ""true_pass""}, {""km"": 31.94, ""type"": ""true_pass""}, {""km"": 32.04, ""type"": ""true_pass""}, {""km"": 32.15, ""type"": ""true_pass""}, {""km"": 32.26, ""type"": ""true_pass""}, {""km"": 32.37, ""type"": ""true_pass""}, {""km"": 32.48, ""type"": ""true_pass""}, {""km"": 32.59, ""type"": ""true_pass""}, {""km"": 32.7, ""type"": ""true_pass""}, {""km"": 32.81, ""type"": ""true_pass""}, {""km"": 32.92, ""type"": ""true_pass""}, {""km"": 33.03, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
J3,Full Turn to Half Turn (Full returning spur),full,full,368,368,none,33.11,34.34,33.11,34.34,1.5,5,5,"2699, 2744, 2752, ... (5 total)","2699, 2744, 2752, ... (5 total)",1.4,1.4,368,368,1746,368,0.0,0.0,1,1,True,True,True,True,True,33.11,33.17,,150.0,0,"[{""km"": 33.11, ""type"": ""true_pass""}, {""km"": 33.22, ""type"": ""true_pass""}, {""km"": 33.33, ""type"": ""true_pass""}, {""km"": 33.44, ""type"": ""true_pass""}, {""km"": 33.55, ""type"": ""true_pass""}, {""km"": 33.66, ""type"": ""true_pass""}, {""km"": 33.77, ""type"": ""true_pass""}, {""km"": 33.88, ""type"": ""true_pass""}, {""km"": 33.99, ""type"": ""true_pass""}, {""km"": 34.1, ""type"": ""true_pass""}, {""km"": 34.21, ""type"": ""true_pass""}, {""km"": 34.32, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
J4,Half Turn to Bridge/Mill (Half + Full co-direction return),half,full,912,368,counterflow,13.43,16.02,34.34,36.93,1.5,0,193,,"2543, 2576, 2595, ... (10 total)",0.0,52.4,184,114,3073,418,0.0,1.2,0,13,True,True,True,True,True,13.52,13.78,,200.0,1,"[{""km"": 13.43, ""type"": ""true_pass""}, {""km"": 13.54, ""type"": ""true_pass""}, {""km"": 13.65, ""type"": ""true_pass""}, {""km"": 13.76, ""type"": ""true_pass""}, {""km"": 13.87, ""type"": ""true_pass""}, {""km"": 13.98, ""type"": ""true_pass""}, {""km"": 14.09, ""type"": ""true_pass""}, {""km"": 14.2, ""type"": ""true_pass""}, {""km"": 14.31, ""type"": ""true_pass""}, {""km"": 14.42, ""type"": ""true_pass""}, {""km"": 14.53, ""type"": ""true_pass""}, {""km"": 14.63, ""type"": ""true_pass""}, {""km"": 14.74, ""type"": ""true_pass""}, {""km"": 14.85, ""type"": ""true_pass""}, {""km"": 14.96, ""type"": ""true_pass""}, {""km"": 15.07, ""type"": ""true_pass""}, {""km"": 15.18, ""type"": ""true_pass""}, {""km"": 15.29, ""type"": ""true_pass""}, {""km"": 15.4, ""type"": ""true_pass""}, {""km"": 15.51, ""type"": ""true_pass""}, {""km"": 15.62, ""type"": ""true_pass""}, {""km"": 15.73, ""type"": ""true_pass""}, {""km"": 15.84, ""type"": ""true_pass""}, {""km"": 15.95, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
J5,Half Turn to Bridge/Mill (Slow Half / Fast Full),full,half,368,912,counterflow,34.34,36.93,10.75,13.43,1.5,91,0,"2543, 2551, 2558, ... (10 total)",,24.7,0.0,38,24,489,136,0.2,0.0,7,0,True,True,True,True,True,34.43,34.69,,200.0,1,"[{""km"": 34.34, ""type"": ""true_pass""}, {""km"": 34.45, ""type"": ""true_pass""}, {""km"": 34.56, ""type"": ""true_pass""}, {""km"": 34.67, ""type"": ""true_pass""}, {""km"": 34.78, ""type"": ""true_pass""}, {""km"": 34.89, ""type"": ""true_pass""}, {""km"": 35.0, ""type"": ""true_pass""}, {""km"": 35.11, ""type"": ""true_pass""}, {""km"": 35.22, ""type"": ""true_pass""}, {""km"": 35.33, ""type"": ""true_pass""}, {""km"": 35.44, ""type"": ""true_pass""}, {""km"": 35.55, ""type"": ""true_pass""}, {""km"": 35.65, ""type"": ""true_pass""}, {""km"": 35.76, ""type"": ""true_pass""}, {""km"": 35.87, ""type"": ""true_pass""}, {""km"": 35.98, ""type"": ""true_pass""}, {""km"": 36.09, ""type"": ""true_pass""}, {""km"": 36.2, ""type"": ""true_pass""}, {""km"": 36.31, ""type"": ""true_pass""}, {""km"": 36.42, ""type"": ""true_pass""}, {""km"": 36.53, ""type"": ""true_pass""}, {""km"": 36.64, ""type"": ""true_pass""}, {""km"": 36.75, ""type"": ""true_pass""}, {""km"": 36.86, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
K1,Bridge/Mill to Station Rd. (Full and Half),full,half,368,912,overtake,37.12,40.57,16.02,19.47,3.0,231,0,"2543, 2595, 2648, ... (10 total)",,62.8,0.0,196,269,6639,555,1.9,0.0,16,0,True,True,True,True,True,37.36,37.71,,200.0,2,"[{""km"": 37.12, ""type"": ""true_pass""}, {""km"": 37.22, ""type"": ""true_pass""}, {""km"": 37.33, ""type"": ""true_pass""}, {""km"": 37.43, ""type"": ""true_pass""}, {""km"": 37.54, ""type"": ""true_pass""}, {""km"": 37.65, ""type"": ""true_pass""}, {""km"": 37.75, ""type"": ""true_pass""}, {""km"": 37.86, ""type"": ""true_pass""}, {""km"": 37.96, ""type"": ""true_pass""}, {""km"": 38.06, ""type"": ""true_pass""}, {""km"": 38.17, ""type"": ""true_pass""}, {""km"": 38.28, ""type"": ""true_pass""}, {""km"": 38.39, ""type"": ""true_pass""}, {""km"": 38.49, ""type"": ""true_pass""}, {""km"": 38.59, ""type"": ""true_pass""}, {""km"": 38.7, ""type"": ""true_pass""}, {""km"": 38.8, ""type"": ""true_pass""}, {""km"": 38.91, ""type"": ""true_pass""}, {""km"": 39.02, ""type"": ""true_pass""}, {""km"": 39.12, ""type"": ""true_pass""}, {""km"": 39.23, ""type"": ""true_pass""}, {""km"": 39.33, ""type"": ""true_pass""}, {""km"": 39.43, ""type"": ""true_pass""}, {""km"": 39.54, ""type"": ""true_pass""}, {""km"": 39.65, ""type"": ""true_pass""}, {""km"": 39.76, ""type"": ""true_pass""}, {""km"": 39.86, ""type"": ""true_pass""}, {""km"": 39.96, ""type"": ""true_pass""}, {""km"": 40.07, ""type"": ""true_pass""}, {""km"": 40.17, ""type"": ""true_pass""}, {""km"": 40.28, ""type"": ""true_pass""}, {""km"": 40.39, ""type"": ""true_pass""}, {""km"": 40.49, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
L1a,Station Rd. to Trail/Aberdeen,10k,half,618,912,merge,8.1,9.75,19.2,20.85,100.0,0,34,,"1620, 1621, 1625, ... (10 total)",0.0,3.7,8,4,158,50,0.0,0.1,0,4,True,True,True,True,True,8.22,8.39,,150.0,2,"[{""km"": 8.1, ""type"": ""true_pass""}, {""km"": 8.21, ""type"": ""true_pass""}, {""km"": 8.31, ""type"": ""true_pass""}, {""km"": 8.41, ""type"": ""true_pass""}, {""km"": 8.51, ""type"": ""true_pass""}, {""km"": 8.61, ""type"": ""true_pass""}, {""km"": 8.72, ""type"": ""true_pass""}, {""km"": 8.82, ""type"": ""true_pass""}, {""km"": 8.92, ""type"": ""true_pass""}, {""km"": 9.02, ""type"": ""true_pass""}, {""km"": 9.13, ""type"": ""true_pass""}, {""km"": 9.23, ""type"": ""true_pass""}, {""km"": 9.33, ""type"": ""true_pass""}, {""km"": 9.44, ""type"": ""true_pass""}, {""km"": 9.54, ""type"": ""true_pass""}, {""km"": 9.64, ""type"": ""true_pass""}, {""km"": 9.75, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
L1b,Station Rd. to Trail/Aberdeen,10k,full,618,368,merge,8.1,9.75,18.65,20.3,100.0,0,268,,"2543, 2576, 2605, ... (10 total)",0.0,72.8,245,244,4236,545,0.0,2.0,0,15,True,True,True,True,True,8.22,8.39,,150.0,2,"[{""km"": 8.1, ""type"": ""true_pass""}, {""km"": 8.21, ""type"": ""true_pass""}, {""km"": 8.31, ""type"": ""true_pass""}, {""km"": 8.41, ""type"": ""true_pass""}, {""km"": 8.51, ""type"": ""true_pass""}, {""km"": 8.61, ""type"": ""true_pass""}, {""km"": 8.72, ""type"": ""true_pass""}, {""km"": 8.82, ""type"": ""true_pass""}, {""km"": 8.92, ""type"": ""true_pass""}, {""km"": 9.02, ""type"": ""true_pass""}, {""km"": 9.13, ""type"": ""true_pass""}, {""km"": 9.23, ""type"": ""true_pass""}, {""km"": 9.33, ""type"": ""true_pass""}, {""km"": 9.44, ""type"": ""true_pass""}, {""km"": 9.54, ""type"": ""true_pass""}, {""km"": 9.64, ""type"": ""true_pass""}, {""km"": 9.75, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
L1c,Station Rd. to Trail/Aberdeen,half,full,912,368,overtake,19.2,20.85,18.65,20.3,100.0,0,0,,,0.0,0.0,570,142,3615,712,2.9,0.0,23,0,True,False,False,False,False,20.12,20.28,SPATIAL_ONLY_NO_TEMPORAL,150.0,10,"[{""km"": 19.2, ""type"": ""true_pass""}, {""km"": 19.3, ""type"": ""true_pass""}, {""km"": 19.4, ""type"": ""true_pass""}, {""km"": 19.5, ""type"": ""true_pass""}, {""km"": 19.6, ""type"": ""true_pass""}, {""km"": 19.7, ""type"": ""true_pass""}, {""km"": 19.8, ""type"": ""true_pass""}, {""km"": 19.9, ""type"": ""true_pass""}, {""km"": 20.0, ""type"": ""true_pass""}, {""km"": 20.1, ""type"": ""true_pass""}, {""km"": 20.2, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
L2,Station Rd. to Trail/Aberdeen,full,full,368,368,counterflow,40.57,41.95,40.57,41.95,1.5,2,2,"2796, 2893","2796, 2893",0.5,0.5,368,368,1687,368,0.0,0.0,1,1,True,True,True,True,True,40.57,40.64,,150.0,0,"[{""km"": 40.57, ""type"": ""true_pass""}, {""km"": 40.68, ""type"": ""true_pass""}, {""km"": 40.79, ""type"": ""true_pass""}, {""km"": 40.9, ""type"": ""true_pass""}, {""km"": 41.01, ""type"": ""true_pass""}, {""km"": 41.12, ""type"": ""true_pass""}, {""km"": 41.23, ""type"": ""true_pass""}, {""km"": 41.34, ""type"": ""true_pass""}, {""km"": 41.45, ""type"": ""true_pass""}, {""km"": 41.56, ""type"": ""true_pass""}, {""km"": 41.67, ""type"": ""true_pass""}, {""km"": 41.78, ""type"": ""true_pass""}, {""km"": 41.89, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
M2a,Trail/Aberdeen to Finish,10k,half,618,912,none,9.75,10.0,20.85,21.1,100.0,0,17,,"1631, 1633, 1634, ... (10 total)",0.0,1.9,8,11,55,37,0.0,0.0,0,4,True,True,True,True,True,9.75,9.8,,100.0,0,"[{""km"": 9.75, ""type"": ""true_pass""}, {""km"": 9.85, ""type"": ""true_pass""}, {""km"": 9.95, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
M2b,Trail/Aberdeen to Finish (Full QS Loop),10k,full,618,368,none,9.75,10.0,20.3,20.55,100.0,0,124,,"2543, 2562, 2640, ... (10 total)",0.0,33.7,261,219,1800,538,0.0,1.2,0,10,True,True,True,True,True,9.8,9.9,,100.0,1,"[{""km"": 9.75, ""type"": ""true_pass""}, {""km"": 9.85, ""type"": ""true_pass""}, {""km"": 9.95, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
M2c,Trail/Aberdeen to Finish (Full QS Loop),half,full,912,368,none,20.85,21.1,20.3,20.55,100.0,96,0,"1620, 1626, 1637, ... (10 total)",,10.5,0.0,306,108,1139,461,0.2,0.0,4,0,True,True,True,True,True,20.9,21.0,,100.0,1,"[{""km"": 20.85, ""type"": ""true_pass""}, {""km"": 20.95, ""type"": ""true_pass""}, {""km"": 21.05, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
M2d,Trail/Aberdeen to Finish,full,full,368,368,none,41.95,42.2,41.95,42.2,100.0,1,1,2734,2734,0.3,0.3,367,367,961,367,0.0,0.0,1,1,True,True,True,True,True,41.95,42.0,,100.0,0,"[{""km"": 41.95, ""type"": ""true_pass""}, {""km"": 42.06, ""type"": ""true_pass""}, {""km"": 42.17, ""type"": ""true_pass""}]",2026-01-07 00:33:50 UTC,v2.0.3,local,"runners.csv, segments.csv","10k:440, full:420, half:460",5.0,100.0
