segment_id,t_start,t_end,density_mean_canon,density_peak,n_bins
A1,2025-11-01 07:38:00+00:00,2025-11-01 07:40:00+00:00,0.0004444444444444444,0.001,5.0
A1,2025-11-01 07:40:00+00:00,2025-11-01 07:42:00+00:00,0.21477777777777776,0.749,5.0
A1,2025-11-01 07:42:00+00:00,2025-11-01 07:44:00+00:00,0.4007777777777777,0.755,5.0
A1,2025-11-01 07:44:00+00:00,2025-11-01 07:46:00+00:00,0.29200000000000004,0.547,5.0
A1,2025-11-01 07:46:00+00:00,2025-11-01 07:48:00+00:00,0.10933333333333334,0.336,5.0
A1,2025-11-01 07:48:00+00:00,2025-11-01 07:50:00+00:00,0.015333333333333334,0.07200000000000001,5.0
A1,2025-11-01 07:50:00+00:00,2025-11-01 07:52:00+00:00,0.0016666666666666668,0.007,5.0
A1,2025-11-01 07:52:00+00:00,2025-11-01 07:54:00+00:00,0.00011111111111111109,0.001,5.0
A1,2025-11-01 07:54:00+00:00,2025-11-01 07:56:00+00:00,0.0,0.0,5.0
A1,2025-11-01 07:56:00+00:00,2025-11-01 07:58:00+00:00,0.0,0.0,5.0
A1,2025-11-01 07:58:00+00:00,2025-11-01 08:00:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:00:00+00:00,2025-11-01 08:02:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:02:00+00:00,2025-11-01 08:04:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:04:00+00:00,2025-11-01 08:06:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:06:00+00:00,2025-11-01 08:08:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:08:00+00:00,2025-11-01 08:10:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:10:00+00:00,2025-11-01 08:12:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:12:00+00:00,2025-11-01 08:14:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:14:00+00:00,2025-11-01 08:16:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:16:00+00:00,2025-11-01 08:18:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:18:00+00:00,2025-11-01 08:20:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:20:00+00:00,2025-11-01 08:22:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:22:00+00:00,2025-11-01 08:24:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:24:00+00:00,2025-11-01 08:26:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:26:00+00:00,2025-11-01 08:28:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:28:00+00:00,2025-11-01 08:30:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:30:00+00:00,2025-11-01 08:32:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:32:00+00:00,2025-11-01 08:34:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:34:00+00:00,2025-11-01 08:36:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:36:00+00:00,2025-11-01 08:38:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:38:00+00:00,2025-11-01 08:40:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:40:00+00:00,2025-11-01 08:42:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:42:00+00:00,2025-11-01 08:44:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:44:00+00:00,2025-11-01 08:46:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:46:00+00:00,2025-11-01 08:48:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:48:00+00:00,2025-11-01 08:50:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:50:00+00:00,2025-11-01 08:52:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:52:00+00:00,2025-11-01 08:54:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:54:00+00:00,2025-11-01 08:56:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:56:00+00:00,2025-11-01 08:58:00+00:00,0.0,0.0,5.0
A1,2025-11-01 08:58:00+00:00,2025-11-01 09:00:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:00:00+00:00,2025-11-01 09:02:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:02:00+00:00,2025-11-01 09:04:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:04:00+00:00,2025-11-01 09:06:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:06:00+00:00,2025-11-01 09:08:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:08:00+00:00,2025-11-01 09:10:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:10:00+00:00,2025-11-01 09:12:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:12:00+00:00,2025-11-01 09:14:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:14:00+00:00,2025-11-01 09:16:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:16:00+00:00,2025-11-01 09:18:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:18:00+00:00,2025-11-01 09:20:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:20:00+00:00,2025-11-01 09:22:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:22:00+00:00,2025-11-01 09:24:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:24:00+00:00,2025-11-01 09:26:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:26:00+00:00,2025-11-01 09:28:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:28:00+00:00,2025-11-01 09:30:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:30:00+00:00,2025-11-01 09:32:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:32:00+00:00,2025-11-01 09:34:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:34:00+00:00,2025-11-01 09:36:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:36:00+00:00,2025-11-01 09:38:00+00:00,0.0,0.0,5.0
A1,2025-11-01 09:38:00+00:00,2025-11-01 09:40:00+00:00,0.0,0.0,5.0
A2,2025-11-01 07:00:00+00:00,2025-11-01 07:02:00+00:00,0.0,0.0,5.0
A2,2025-11-01 07:02:00+00:00,2025-11-01 07:04:00+00:00,0.0,0.0,5.0
A2,2025-11-01 07:04:00+00:00,2025-11-01 07:06:00+00:00,0.06177777777777778,0.186,5.0
A2,2025-11-01 07:06:00+00:00,2025-11-01 07:08:00+00:00,0.12999999999999998,0.191,5.0
A2,2025-11-01 07:08:00+00:00,2025-11-01 07:10:00+00:00,0.11,0.156,5.0
A2,2025-11-01 07:10:00+00:00,2025-11-01 07:12:00+00:00,0.05566666666666668,0.097,5.0
A2,2025-11-01 07:12:00+00:00,2025-11-01 07:14:00+00:00,0.022555555555555558,0.051000000000000004,5.0
A2,2025-11-01 07:14:00+00:00,2025-11-01 07:16:00+00:00,0.007000000000000001,0.022,5.0
A2,2025-11-01 07:16:00+00:00,2025-11-01 07:18:00+00:00,0.00011111111111111109,0.001,5.0
A2,2025-11-01 07:18:00+00:00,2025-11-01 07:20:00+00:00,0.0,0.0,5.0
A2,2025-11-01 07:20:00+00:00,2025-11-01 07:22:00+00:00,0.0,0.0,5.0
A2,2025-11-01 07:22:00+00:00,2025-11-01 07:24:00+00:00,0.0011111111111111111,0.005,5.0
A2,2025-11-01 07:24:00+00:00,2025-11-01 07:26:00+00:00,0.052444444444444446,0.17300000000000001,5.0
A2,2025-11-01 07:26:00+00:00,2025-11-01 07:28:00+00:00,0.196,0.368,5.0
A2,2025-11-01 07:28:00+00:00,2025-11-01 07:30:00+00:00,0.22066666666666665,0.328,5.0
A2,2025-11-01 07:30:00+00:00,2025-11-01 07:32:00+00:00,0.14477777777777778,0.257,5.0
A2,2025-11-01 07:32:00+00:00,2025-11-01 07:34:00+00:00,0.06866666666666667,0.12,5.0
A2,2025-11-01 07:34:00+00:00,2025-11-01 07:36:00+00:00,0.034444444444444444,0.056,5.0
A2,2025-11-01 07:36:00+00:00,2025-11-01 07:38:00+00:00,0.018000000000000002,0.046,5.0
A2,2025-11-01 07:38:00+00:00,2025-11-01 07:40:00+00:00,0.008777777777777778,0.025,5.0
A2,2025-11-01 07:40:00+00:00,2025-11-01 07:42:00+00:00,0.002,0.008,5.0
A2,2025-11-01 07:42:00+00:00,2025-11-01 07:44:00+00:00,0.0015555555555555555,0.006,5.0
A2,2025-11-01 07:44:00+00:00,2025-11-01 07:46:00+00:00,0.08777777777777779,0.269,5.0
A2,2025-11-01 07:46:00+00:00,2025-11-01 07:48:00+00:00,0.26611111111111113,0.46900000000000003,5.0
A2,2025-11-01 07:48:00+00:00,2025-11-01 07:50:00+00:00,0.3107777777777778,0.392,5.0
A2,2025-11-01 07:50:00+00:00,2025-11-01 07:52:00+00:00,0.21033333333333334,0.326,5.0
A2,2025-11-01 07:52:00+00:00,2025-11-01 07:54:00+00:00,0.10266666666666667,0.215,5.0
A2,2025-11-01 07:54:00+00:00,2025-11-01 07:56:00+00:00,0.03933333333333334,0.11,5.0
A2,2025-11-01 07:56:00+00:00,2025-11-01 07:58:00+00:00,0.009666666666666665,0.037,5.0
A2,2025-11-01 07:58:00+00:00,2025-11-01 08:00:00+00:00,0.0029999999999999996,0.007,5.0
A2,2025-11-01 08:00:00+00:00,2025-11-01 08:02:00+00:00,0.0008888888888888889,0.002,5.0
A2,2025-11-01 08:02:00+00:00,2025-11-01 08:04:00+00:00,0.0003333333333333334,0.001,5.0
A2,2025-11-01 08:04:00+00:00,2025-11-01 08:06:00+00:00,0.00011111111111111109,0.001,5.0
A2,2025-11-01 08:06:00+00:00,2025-11-01 08:08:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:08:00+00:00,2025-11-01 08:10:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:10:00+00:00,2025-11-01 08:12:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:12:00+00:00,2025-11-01 08:14:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:14:00+00:00,2025-11-01 08:16:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:16:00+00:00,2025-11-01 08:18:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:18:00+00:00,2025-11-01 08:20:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:20:00+00:00,2025-11-01 08:22:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:22:00+00:00,2025-11-01 08:24:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:24:00+00:00,2025-11-01 08:26:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:26:00+00:00,2025-11-01 08:28:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:28:00+00:00,2025-11-01 08:30:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:30:00+00:00,2025-11-01 08:32:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:32:00+00:00,2025-11-01 08:34:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:34:00+00:00,2025-11-01 08:36:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:36:00+00:00,2025-11-01 08:38:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:38:00+00:00,2025-11-01 08:40:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:40:00+00:00,2025-11-01 08:42:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:42:00+00:00,2025-11-01 08:44:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:44:00+00:00,2025-11-01 08:46:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:46:00+00:00,2025-11-01 08:48:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:48:00+00:00,2025-11-01 08:50:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:50:00+00:00,2025-11-01 08:52:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:52:00+00:00,2025-11-01 08:54:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:54:00+00:00,2025-11-01 08:56:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:56:00+00:00,2025-11-01 08:58:00+00:00,0.0,0.0,5.0
A2,2025-11-01 08:58:00+00:00,2025-11-01 09:00:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:00:00+00:00,2025-11-01 09:02:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:02:00+00:00,2025-11-01 09:04:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:04:00+00:00,2025-11-01 09:06:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:06:00+00:00,2025-11-01 09:08:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:08:00+00:00,2025-11-01 09:10:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:10:00+00:00,2025-11-01 09:12:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:12:00+00:00,2025-11-01 09:14:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:14:00+00:00,2025-11-01 09:16:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:16:00+00:00,2025-11-01 09:18:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:18:00+00:00,2025-11-01 09:20:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:20:00+00:00,2025-11-01 09:22:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:22:00+00:00,2025-11-01 09:24:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:24:00+00:00,2025-11-01 09:26:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:26:00+00:00,2025-11-01 09:28:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:28:00+00:00,2025-11-01 09:30:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:30:00+00:00,2025-11-01 09:32:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:32:00+00:00,2025-11-01 09:34:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:34:00+00:00,2025-11-01 09:36:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:36:00+00:00,2025-11-01 09:38:00+00:00,0.0,0.0,5.0
A2,2025-11-01 09:38:00+00:00,2025-11-01 09:40:00+00:00,0.0,0.0,5.0
A3,2025-11-01 07:00:00+00:00,2025-11-01 07:02:00+00:00,0.0,0.0,5.0
A3,2025-11-01 07:02:00+00:00,2025-11-01 07:04:00+00:00,0.0,0.0,5.0
A3,2025-11-01 07:04:00+00:00,2025-11-01 07:06:00+00:00,0.0,0.0,5.0
A3,2025-11-01 07:06:00+00:00,2025-11-01 07:08:00+00:00,0.0035555555555555553,0.016,5.0
A3,2025-11-01 07:08:00+00:00,2025-11-01 07:10:00+00:00,0.042666666666666665,0.113,5.0
A3,2025-11-01 07:10:00+00:00,2025-11-01 07:12:00+00:00,0.09377777777777777,0.134,5.0
A3,2025-11-01 07:12:00+00:00,2025-11-01 07:14:00+00:00,0.09866666666666665,0.115,5.0
A3,2025-11-01 07:14:00+00:00,2025-11-01 07:16:00+00:00,0.07022222222222221,0.105,5.0
A3,2025-11-01 07:16:00+00:00,2025-11-01 07:18:00+00:00,0.043,0.064,5.0
A3,2025-11-01 07:18:00+00:00,2025-11-01 07:20:00+00:00,0.022444444444444444,0.037,5.0
A3,2025-11-01 07:20:00+00:00,2025-11-01 07:22:00+00:00,0.011222222222222224,0.034,5.0
A3,2025-11-01 07:22:00+00:00,2025-11-01 07:24:00+00:00,0.002222222222222223,0.01,5.0
A3,2025-11-01 07:24:00+00:00,2025-11-01 07:26:00+00:00,0.0001111111111111112,0.001,5.0
A3,2025-11-01 07:26:00+00:00,2025-11-01 07:28:00+00:00,0.003999999999999999,0.015,5.0
A3,2025-11-01 07:28:00+00:00,2025-11-01 07:30:00+00:00,0.025444444444444443,0.062,5.0
A3,2025-11-01 07:30:00+00:00,2025-11-01 07:32:00+00:00,0.10377777777777776,0.248,5.0
A3,2025-11-01 07:32:00+00:00,2025-11-01 07:34:00+00:00,0.17366666666666666,0.26,5.0
A3,2025-11-01 07:34:00+00:00,2025-11-01 07:36:00+00:00,0.16544444444444442,0.227,5.0
A3,2025-11-01 07:36:00+00:00,2025-11-01 07:38:00+00:00,0.104,0.154,5.0
A3,2025-11-01 07:38:00+00:00,2025-11-01 07:40:00+00:00,0.06177777777777778,0.08700000000000001,5.0
A3,2025-11-01 07:40:00+00:00,2025-11-01 07:42:00+00:00,0.04288888888888889,0.058,5.0
A3,2025-11-01 07:42:00+00:00,2025-11-01 07:44:00+00:00,0.02855555555555556,0.035,5.0
A3,2025-11-01 07:44:00+00:00,2025-11-01 07:46:00+00:00,0.01922222222222222,0.029,5.0
A3,2025-11-01 07:46:00+00:00,2025-11-01 07:48:00+00:00,0.017888888888888888,0.029,5.0
A3,2025-11-01 07:48:00+00:00,2025-11-01 07:50:00+00:00,0.06666666666666665,0.151,5.0
A3,2025-11-01 07:50:00+00:00,2025-11-01 07:52:00+00:00,0.1658888888888889,0.291,5.0
A3,2025-11-01 07:52:00+00:00,2025-11-01 07:54:00+00:00,0.2326666666666667,0.289,5.0
A3,2025-11-01 07:54:00+00:00,2025-11-01 07:56:00+00:00,0.22355555555555554,0.261,5.0
A3,2025-11-01 07:56:00+00:00,2025-11-01 07:58:00+00:00,0.15977777777777777,0.22,5.0
A3,2025-11-01 07:58:00+00:00,2025-11-01 08:00:00+00:00,0.09799999999999999,0.17300000000000001,5.0
A3,2025-11-01 08:00:00+00:00,2025-11-01 08:02:00+00:00,0.051111111111111114,0.096,5.0
A3,2025-11-01 08:02:00+00:00,2025-11-01 08:04:00+00:00,0.024333333333333335,0.059000000000000004,5.0
A3,2025-11-01 08:04:00+00:00,2025-11-01 08:06:00+00:00,0.007222222222222224,0.015,5.0
A3,2025-11-01 08:06:00+00:00,2025-11-01 08:08:00+00:00,0.003888888888888889,0.009000000000000001,5.0
A3,2025-11-01 08:08:00+00:00,2025-11-01 08:10:00+00:00,0.0022222222222222222,0.005,5.0
A3,2025-11-01 08:10:00+00:00,2025-11-01 08:12:00+00:00,0.0008888888888888889,0.002,5.0
A3,2025-11-01 08:12:00+00:00,2025-11-01 08:14:00+00:00,0.0004444444444444445,0.002,5.0
A3,2025-11-01 08:14:00+00:00,2025-11-01 08:16:00+00:00,0.0003333333333333335,0.001,5.0
A3,2025-11-01 08:16:00+00:00,2025-11-01 08:18:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:18:00+00:00,2025-11-01 08:20:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:20:00+00:00,2025-11-01 08:22:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:22:00+00:00,2025-11-01 08:24:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:24:00+00:00,2025-11-01 08:26:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:26:00+00:00,2025-11-01 08:28:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:28:00+00:00,2025-11-01 08:30:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:30:00+00:00,2025-11-01 08:32:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:32:00+00:00,2025-11-01 08:34:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:34:00+00:00,2025-11-01 08:36:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:36:00+00:00,2025-11-01 08:38:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:38:00+00:00,2025-11-01 08:40:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:40:00+00:00,2025-11-01 08:42:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:42:00+00:00,2025-11-01 08:44:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:44:00+00:00,2025-11-01 08:46:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:46:00+00:00,2025-11-01 08:48:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:48:00+00:00,2025-11-01 08:50:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:50:00+00:00,2025-11-01 08:52:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:52:00+00:00,2025-11-01 08:54:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:54:00+00:00,2025-11-01 08:56:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:56:00+00:00,2025-11-01 08:58:00+00:00,0.0,0.0,5.0
A3,2025-11-01 08:58:00+00:00,2025-11-01 09:00:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:00:00+00:00,2025-11-01 09:02:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:02:00+00:00,2025-11-01 09:04:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:04:00+00:00,2025-11-01 09:06:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:06:00+00:00,2025-11-01 09:08:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:08:00+00:00,2025-11-01 09:10:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:10:00+00:00,2025-11-01 09:12:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:12:00+00:00,2025-11-01 09:14:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:14:00+00:00,2025-11-01 09:16:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:16:00+00:00,2025-11-01 09:18:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:18:00+00:00,2025-11-01 09:20:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:20:00+00:00,2025-11-01 09:22:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:22:00+00:00,2025-11-01 09:24:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:24:00+00:00,2025-11-01 09:26:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:26:00+00:00,2025-11-01 09:28:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:28:00+00:00,2025-11-01 09:30:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:30:00+00:00,2025-11-01 09:32:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:32:00+00:00,2025-11-01 09:34:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:34:00+00:00,2025-11-01 09:36:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:36:00+00:00,2025-11-01 09:38:00+00:00,0.0,0.0,5.0
A3,2025-11-01 09:38:00+00:00,2025-11-01 09:40:00+00:00,0.0,0.0,5.0
B1,2025-11-01 07:00:00+00:00,2025-11-01 07:02:00+00:00,0.0,0.0,8.0
B1,2025-11-01 07:02:00+00:00,2025-11-01 07:04:00+00:00,0.0,0.0,8.0
B1,2025-11-01 07:04:00+00:00,2025-11-01 07:06:00+00:00,0.0,0.0,8.0
B1,2025-11-01 07:06:00+00:00,2025-11-01 07:08:00+00:00,0.0,0.0,8.0
B1,2025-11-01 07:08:00+00:00,2025-11-01 07:10:00+00:00,0.0,0.0,8.0
B1,2025-11-01 07:10:00+00:00,2025-11-01 07:12:00+00:00,0.00989247311827957,0.07333333333333333,8.0
B1,2025-11-01 07:12:00+00:00,2025-11-01 07:14:00+00:00,0.06365591397849464,0.23,8.0
B1,2025-11-01 07:14:00+00:00,2025-11-01 07:16:00+00:00,0.15225806451612903,0.33666666666666667,8.0
B1,2025-11-01 07:16:00+00:00,2025-11-01 07:18:00+00:00,0.21634408602150543,0.31333333333333335,8.0
B1,2025-11-01 07:18:00+00:00,2025-11-01 07:20:00+00:00,0.23010752688172043,0.29333333333333333,8.0
B1,2025-11-01 07:20:00+00:00,2025-11-01 07:22:00+00:00,0.2018279569892473,0.27,8.0
B1,2025-11-01 07:22:00+00:00,2025-11-01 07:24:00+00:00,0.16236559139784945,0.25,8.0
B1,2025-11-01 07:24:00+00:00,2025-11-01 07:26:00+00:00,0.11419354838709678,0.19333333333333336,8.0
B1,2025-11-01 07:26:00+00:00,2025-11-01 07:28:00+00:00,0.0746236559139785,0.16,8.0
B1,2025-11-01 07:28:00+00:00,2025-11-01 07:30:00+00:00,0.048494623655913977,0.10333333333333335,8.0
B1,2025-11-01 07:30:00+00:00,2025-11-01 07:32:00+00:00,0.04032258064516129,0.08333333333333334,8.0
B1,2025-11-01 07:32:00+00:00,2025-11-01 07:34:00+00:00,0.058817204301075274,0.14,8.0
B1,2025-11-01 07:34:00+00:00,2025-11-01 07:36:00+00:00,0.12010752688172047,0.37333333333333335,8.0
B1,2025-11-01 07:36:00+00:00,2025-11-01 07:38:00+00:00,0.26032258064516134,0.7200000000000001,8.0
B1,2025-11-01 07:38:00+00:00,2025-11-01 07:40:00+00:00,0.35236559139784956,0.6433333333333334,8.0
B1,2025-11-01 07:40:00+00:00,2025-11-01 07:42:00+00:00,0.3824731182795699,0.5766666666666667,8.0
B1,2025-11-01 07:42:00+00:00,2025-11-01 07:44:00+00:00,0.3624731182795699,0.5866666666666667,8.0
B1,2025-11-01 07:44:00+00:00,2025-11-01 07:46:00+00:00,0.2874193548387097,0.4966666666666667,8.0
B1,2025-11-01 07:46:00+00:00,2025-11-01 07:48:00+00:00,0.2013978494623656,0.31333333333333335,8.0
B1,2025-11-01 07:48:00+00:00,2025-11-01 07:50:00+00:00,0.1475268817204301,0.25,8.0
B1,2025-11-01 07:50:00+00:00,2025-11-01 07:52:00+00:00,0.10795698924731183,0.18000000000000002,8.0
B1,2025-11-01 07:52:00+00:00,2025-11-01 07:54:00+00:00,0.0864516129032258,0.13333333333333333,8.0
B1,2025-11-01 07:54:00+00:00,2025-11-01 07:56:00+00:00,0.0664516129032258,0.1,8.0
B1,2025-11-01 07:56:00+00:00,2025-11-01 07:58:00+00:00,0.04967741935483871,0.08666666666666667,8.0
B1,2025-11-01 07:58:00+00:00,2025-11-01 08:00:00+00:00,0.04021505376344086,0.07333333333333333,8.0
