bin_id,segment_id,start_km,end_km,t_start,t_end,density,rate,los_class,bin_size_km,schema_version,analysis_hash,width_m,seg_label,schema_key,window_idx,rate_per_m_per_min,util_percentile,los,util_percent,flag_severity,flag_reason
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:00:00Z,2025-10-20T07:02:00Z,0.353,5.528415428204609,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,0,66.34098513845531,100.0,A,11.056830856409219,watch,utilization
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:00:00Z,2025-10-20T07:02:00Z,0.182,3.162696114444935,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,0,37.95235337333922,99.58847736625515,A,6.32539222888987,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:00:00Z,2025-10-20T07:02:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,0,0.0,49.794238683127574,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:00:00Z,2025-10-20T07:02:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,0,0.0,49.794238683127574,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:00:00Z,2025-10-20T07:02:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,0,0.0,49.794238683127574,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:02:00Z,2025-10-20T07:04:00Z,0.064,0.7698290814161795,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,1,9.237948976994153,98.76543209876543,A,1.539658162832359,watch,utilization
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:02:00Z,2025-10-20T07:04:00Z,0.213,2.862486480487983,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,1,34.349837765855796,99.58847736625515,A,5.724972960975966,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:02:00Z,2025-10-20T07:04:00Z,0.281,4.51773171016418,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,1,54.21278052197016,100.0,A,9.03546342032836,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:02:00Z,2025-10-20T07:04:00Z,0.15,2.6197146808263305,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,1,31.436576169915966,99.1769547325103,A,5.239429361652661,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:02:00Z,2025-10-20T07:04:00Z,0.028,0.5670628025546265,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,1,6.804753630655518,98.35390946502058,A,1.134125605109253,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:04:00Z,2025-10-20T07:06:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,2,0.0,48.76543209876543,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:04:00Z,2025-10-20T07:06:00Z,0.021,0.2291877319567479,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,2,2.750252783480975,97.53086419753086,A,0.4583754639134959,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:04:00Z,2025-10-20T07:06:00Z,0.11800000000000001,1.4536308286369564,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,2,17.443569943643478,98.76543209876543,A,2.907261657273913,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:04:00Z,2025-10-20T07:06:00Z,0.187,2.649266763020579,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,2,31.79120115624695,99.58847736625515,A,5.298533526041158,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:04:00Z,2025-10-20T07:06:00Z,0.132,2.0693041255170703,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,2,24.831649506204844,99.1769547325103,A,4.138608251034141,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:06:00Z,2025-10-20T07:08:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,3,0.0,48.35390946502058,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:06:00Z,2025-10-20T07:08:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,3,0.0,48.35390946502058,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:06:00Z,2025-10-20T07:08:00Z,0.004,0.04118488686801929,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,3,0.49421864241623154,96.70781893004116,A,0.08236977373603858,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:06:00Z,2025-10-20T07:08:00Z,0.078,0.897538239217159,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,3,10.770458870605909,98.35390946502058,A,1.7950764784343183,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:06:00Z,2025-10-20T07:08:00Z,0.044,0.549928433817575,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,3,6.599141205810899,97.94238683127571,A,1.09985686763515,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:08:00Z,2025-10-20T07:10:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,4,0.0,47.94238683127572,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:08:00Z,2025-10-20T07:10:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,4,0.0,47.94238683127572,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:08:00Z,2025-10-20T07:10:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,4,0.0,47.94238683127572,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:08:00Z,2025-10-20T07:10:00Z,0.001,0.009784735811750107,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,4,0.11741682974100129,95.88477366255144,A,0.019569471623500215,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:08:00Z,2025-10-20T07:10:00Z,0.013000000000000001,0.1393426730624162,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,4,1.6721120767489945,96.70781893004116,A,0.2786853461248324,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:10:00Z,2025-10-20T07:12:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,5,0.0,47.325102880658434,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:10:00Z,2025-10-20T07:12:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,5,0.0,47.325102880658434,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:10:00Z,2025-10-20T07:12:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,5,0.0,47.325102880658434,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:10:00Z,2025-10-20T07:12:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,5,0.0,47.325102880658434,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:10:00Z,2025-10-20T07:12:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,5,0.0,47.325102880658434,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:12:00Z,2025-10-20T07:14:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,6,0.0,46.70781893004115,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:12:00Z,2025-10-20T07:14:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,6,0.0,46.70781893004115,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:12:00Z,2025-10-20T07:14:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,6,0.0,46.70781893004115,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:12:00Z,2025-10-20T07:14:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,6,0.0,46.70781893004115,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:12:00Z,2025-10-20T07:14:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,6,0.0,46.70781893004115,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:14:00Z,2025-10-20T07:16:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,7,0.0,45.67901234567901,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:14:00Z,2025-10-20T07:16:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,7,0.0,45.67901234567901,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:14:00Z,2025-10-20T07:16:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,7,0.0,45.67901234567901,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:14:00Z,2025-10-20T07:16:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,7,0.0,45.67901234567901,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:14:00Z,2025-10-20T07:16:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,7,0.0,45.67901234567901,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:16:00Z,2025-10-20T07:18:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,8,0.0,45.47325102880658,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:16:00Z,2025-10-20T07:18:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,8,0.0,45.47325102880658,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:16:00Z,2025-10-20T07:18:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,8,0.0,45.47325102880658,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:16:00Z,2025-10-20T07:18:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,8,0.0,45.47325102880658,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:16:00Z,2025-10-20T07:18:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,8,0.0,45.47325102880658,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:18:00Z,2025-10-20T07:20:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,9,0.0,45.06172839506173,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:18:00Z,2025-10-20T07:20:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,9,0.0,45.06172839506173,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:18:00Z,2025-10-20T07:20:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,9,0.0,45.06172839506173,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:18:00Z,2025-10-20T07:20:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,9,0.0,45.06172839506173,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:18:00Z,2025-10-20T07:20:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,9,0.0,45.06172839506173,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:20:00Z,2025-10-20T07:22:00Z,0.749,10.085446330781547,D,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,10,121.02535596937857,100.0,B,20.170892661563094,watch,utilization
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:20:00Z,2025-10-20T07:22:00Z,0.198,3.175005523378113,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,10,38.100066280537355,96.70781893004116,A,6.350011046756226,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:20:00Z,2025-10-20T07:22:00Z,0.003,0.07244073030876598,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,10,0.8692887637051918,89.30041152263375,A,0.14488146061753196,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:20:00Z,2025-10-20T07:22:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,10,0.0,44.03292181069959,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:20:00Z,2025-10-20T07:22:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,10,0.0,44.03292181069959,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:22:00Z,2025-10-20T07:24:00Z,0.06,0.5266069884931478,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,11,6.319283861917773,88.88888888888889,A,1.0532139769862956,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:22:00Z,2025-10-20T07:24:00Z,0.5630000000000001,6.907783214110622,C,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,11,82.89339856932746,99.58847736625515,B,13.815566428221242,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:22:00Z,2025-10-20T07:24:00Z,0.481,6.962415122158472,C,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,11,83.54898146590166,100.0,A,13.924830244316945,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:22:00Z,2025-10-20T07:24:00Z,0.111,1.9214250990413364,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,11,23.057101188496038,93.4156378600823,A,3.8428501980826733,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:22:00Z,2025-10-20T07:24:00Z,0.014,0.28702754318324825,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,11,3.444330518198979,88.06584362139918,A,0.5740550863664965,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:24:00Z,2025-10-20T07:26:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,12,0.0,42.592592592592595,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:24:00Z,2025-10-20T07:26:00Z,0.05,0.4039655431921241,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,12,4.847586518305489,87.65432098765432,A,0.8079310863842482,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:24:00Z,2025-10-20T07:26:00Z,0.262,2.8198256476438415,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,12,33.8379077717261,97.11934156378601,A,5.639651295287683,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:24:00Z,2025-10-20T07:26:00Z,0.47400000000000003,6.3715122445556025,C,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,12,76.45814693466723,100.0,A,12.743024489111205,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:24:00Z,2025-10-20T07:26:00Z,0.212,3.094290753471084,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,12,37.131489041653005,97.94238683127571,A,6.1885815069421675,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:26:00Z,2025-10-20T07:28:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,13,0.0,42.181069958847736,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:26:00Z,2025-10-20T07:28:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,13,0.0,42.181069958847736,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:26:00Z,2025-10-20T07:28:00Z,0.045,0.35240137159020163,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,13,4.228816459082419,87.24279835390946,A,0.7048027431804033,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:26:00Z,2025-10-20T07:28:00Z,0.148,1.446124867629367,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,13,17.353498411552405,93.4156378600823,A,2.892249735258734,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:26:00Z,2025-10-20T07:28:00Z,0.139,1.625419193900386,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,13,19.50503032680463,94.65020576131687,A,3.2508383878007714,watch,utilization
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:28:00Z,2025-10-20T07:30:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,14,0.0,41.56378600823045,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:28:00Z,2025-10-20T07:30:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,14,0.0,41.56378600823045,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:28:00Z,2025-10-20T07:30:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,14,0.0,41.56378600823045,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:28:00Z,2025-10-20T07:30:00Z,0.042,0.32378197963119026,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,14,3.885383755574283,86.0082304526749,A,0.6475639592623805,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:28:00Z,2025-10-20T07:30:00Z,0.049,0.428454166305628,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,14,5.141449995667536,86.41975308641975,A,0.8569083326112559,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:30:00Z,2025-10-20T07:32:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,15,0.0,41.358024691358025,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:30:00Z,2025-10-20T07:32:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,15,0.0,41.358024691358025,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:30:00Z,2025-10-20T07:32:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,15,0.0,41.358024691358025,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:30:00Z,2025-10-20T07:32:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,15,0.0,41.358024691358025,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:30:00Z,2025-10-20T07:32:00Z,0.017,0.12462690437420777,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,15,1.4955228524904933,83.1275720164609,A,0.24925380874841555,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:32:00Z,2025-10-20T07:34:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,16,0.0,41.1522633744856,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:32:00Z,2025-10-20T07:34:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,16,0.0,41.1522633744856,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:32:00Z,2025-10-20T07:34:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,16,0.0,41.1522633744856,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:32:00Z,2025-10-20T07:34:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,16,0.0,41.1522633744856,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:32:00Z,2025-10-20T07:34:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,16,0.0,41.1522633744856,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:34:00Z,2025-10-20T07:36:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,17,0.0,40.32921810699588,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:34:00Z,2025-10-20T07:36:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,17,0.0,40.32921810699588,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:34:00Z,2025-10-20T07:36:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,17,0.0,40.32921810699588,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:34:00Z,2025-10-20T07:36:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,17,0.0,40.32921810699588,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:34:00Z,2025-10-20T07:36:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,17,0.0,40.32921810699588,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:36:00Z,2025-10-20T07:38:00Z,0.002,0.026525198940399217,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,18,0.3183023872847906,76.95473251028807,A,0.05305039788079843,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:36:00Z,2025-10-20T07:38:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,18,0.0,38.477366255144034,A,0.0,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:36:00Z,2025-10-20T07:38:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,18,0.0,38.477366255144034,A,0.0,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:36:00Z,2025-10-20T07:38:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,18,0.0,38.477366255144034,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:36:00Z,2025-10-20T07:38:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,18,0.0,38.477366255144034,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:38:00Z,2025-10-20T07:40:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,19,0.0,37.03703703703704,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:38:00Z,2025-10-20T07:40:00Z,0.001,0.013262599470199608,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,19,0.1591511936423953,74.2798353909465,A,0.026525198940399217,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:38:00Z,2025-10-20T07:40:00Z,0.001,0.013262599470199608,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,19,0.1591511936423953,74.2798353909465,A,0.026525198940399217,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:38:00Z,2025-10-20T07:40:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,19,0.0,37.03703703703704,A,0.0,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:38:00Z,2025-10-20T07:40:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,19,0.0,37.03703703703704,A,0.0,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:40:00Z,2025-10-20T07:42:00Z,0.749,11.306856972225084,D,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,20,135.682283666701,100.0,B,22.61371394445017,watch,utilization
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:40:00Z,2025-10-20T07:42:00Z,0.215,3.8417268817938557,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,20,46.10072258152626,97.53086419753086,A,7.6834537635877105,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:40:00Z,2025-10-20T07:42:00Z,0.001,0.0232558139556517,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,20,0.2790697674678204,72.0164609053498,A,0.04651162791130341,none,
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:40:00Z,2025-10-20T07:42:00Z,0.001,0.013262599470199608,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,20,0.1591511936423953,71.39917695473251,A,0.026525198940399217,none,
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:40:00Z,2025-10-20T07:42:00Z,0.001,0.013262599470199608,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,20,0.1591511936423953,71.39917695473251,A,0.026525198940399217,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:42:00Z,2025-10-20T07:44:00Z,0.337,3.967151853581296,B,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,21,47.605822242975556,97.11934156378601,A,7.934303707162592,watch,utilization
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:42:00Z,2025-10-20T07:44:00Z,0.755,10.18869114893894,D,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,21,122.26429378726728,100.0,B,20.37738229787788,watch,utilization
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:42:00Z,2025-10-20T07:44:00Z,0.511,8.175971706803459,C,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,21,98.11166048164151,99.1769547325103,B,16.351943413606918,watch,utilization
A1:0.600-0.800,A1,0.6,0.8,2025-10-20T07:42:00Z,2025-10-20T07:44:00Z,0.186,3.3217893271023664,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,21,39.86147192522839,95.47325102880659,A,6.643578654204732,watch,utilization
A1:0.800-0.900,A1,0.8,0.9,2025-10-20T07:42:00Z,2025-10-20T07:44:00Z,0.029,0.5947917027773866,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,21,7.137500433328639,80.24691358024691,A,1.1895834055547732,none,
A1:0.000-0.200,A1,0.0,0.2,2025-10-20T07:44:00Z,2025-10-20T07:46:00Z,0.0,0.0,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,22,0.0,33.744855967078195,A,0.0,none,
A1:0.200-0.400,A1,0.2,0.4,2025-10-20T07:44:00Z,2025-10-20T07:46:00Z,0.14,1.4577397523815065,A,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,22,17.49287702857808,86.41975308641975,A,2.915479504763013,none,
A1:0.400-0.600,A1,0.4,0.6,2025-10-20T07:44:00Z,2025-10-20T07:46:00Z,0.51,6.3176749635513545,C,0.2,1.0.0,,5.0,Start to Queen/Regent,start_corral,22,75.81209956261625,99.1769547325103,B,12.635349927102709,watch,utilization
