seg_id,segment_label,event_a,event_b,total_a,total_b,flow_type,from_km_a,to_km_a,from_km_b,to_km_b,width_m,overtaking_a,overtaking_b,sample_a,sample_b,pct_a,pct_b,copresence_a,copresence_b,unique_encounters,participants_involved,overtaking_load_a,overtaking_load_b,max_overtaking_load_a,max_overtaking_load_b,spatial_zone_exists,temporal_overlap_exists,true_pass_exists,has_convergence_policy,has_convergence,convergence_zone_start,convergence_zone_end,no_pass_reason_code,conflict_length_m,analysis_timestamp,app_version,environment,data_source,start_times,min_overlap_duration,conflict_length_m
G3,Trail/Aberdeen to Station Rd. (Full outbound to Station vs Half finish),Full,Half,368,912,nan,21.65,23.26,19.35,20.85,100,191,409,"2682, 2726, 2749, ... (10 total)","1687, 1698, 1715, ... (10 total)",51.9,44.8,191,409,2622,600,0,0.3,0,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
H1,Station Rd. to Bridge/Mill (Half + Full co-direction),Half,Full,912,368,nan,5,10.75,23.26,29.01,1.5,0,0,,,0,0,0,0,5225,0,0,1.6,0,29,TRUE,FALSE,FALSE,FALSE,FALSE,0.38,0.48,SPATIAL_ONLY_NO_TEMPORAL,200,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
I1,Bridge/Mill to Half Turn (Half + Full co-direction),Half,Full,912,368,nan,10.75,13.43,29.01,31.64,3,209,147,"2314, 2329, 2370, ... (10 total)","2549, 2553, 2575, ... (10 total)",22.9,39.9,209,147,2041,356,0,0.9,0,13,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,200,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
J1,Half Turn to Full Turn (Full outbound spur),Full,Full,368,368,nan,31.64,33.11,31.64,33.11,1.5,10,10,"2693, 2694, 2719, ... (10 total)","2693, 2694, 2719, ... (10 total)",2.7,2.7,10,10,2237,10,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
J2,Full Turn to Half Turn (Full returning spur),Full,Full,368,368,nan,33.11,34.34,33.11,34.34,1.5,10,10,"2699, 2702, 2741, ... (10 total)","2699, 2702, 2741, ... (10 total)",2.7,2.7,10,10,1746,10,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
K1,Half Turn to Bridge/Mill (Half + Full co-direction return),Half,Full,912,368,nan,13.43,16.02,34.34,36.93,3,170,130,"2349, 2370, 2375, ... (10 total)","2549, 2575, 2585, ... (10 total)",18.6,35.3,170,130,1355,300,0,0.6,0,10,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,200,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
K2,Half Turn to Bridge/Mill (Slow Half / Fast Full),Full,Half,368,912,nan,34.34,36.93,10.75,13.43,100,45,24,"2532, 2535, 2540, ... (10 total)","2505, 2506, 2508, ... (10 total)",12.2,2.6,45,24,203,69,0.1,0,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,200,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
L1,Bridge/Mill to Station Rd. (Full and Half),Full,Half,368,912,overtake,37.12,40.57,16.02,19.47,1.5,180,244,"2549, 2553, 2569, ... (10 total)","2298, 2314, 2329, ... (10 total)",48.9,26.8,180,244,3105,424,1.1,0,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,200,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M1a,Station Rd. to Trail/Aberdeen,10K,Half,618,912,merge,8.1,9.75,19.2,20.85,100,10,11,"1606, 1607, 1610, ... (10 total)","1618, 1620, 1621, ... (10 total)",1.6,1.2,10,11,55,21,0,0,0,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M1b,Station Rd. to Trail/Aberdeen,10K,Full,618,368,merge,8.1,9.75,18.65,20.3,100,217,206,"1387, 1389, 1423, ... (10 total)","2575, 2585, 2617, ... (10 total)",35.1,56,217,206,1849,423,0,1,0,10,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M1c,Station Rd. to Trail/Aberdeen,Half,Full,912,368,overtake,19.2,20.85,18.65,20.3,100,0,0,,,0,0,0,0,1415,0,2.9,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0.05,SPATIAL_ONLY_NO_TEMPORAL,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M1d,Station Rd. to Trail/Aberdeen,Full,Full,368,368,nan,40.57,41.95,40.57,41.95,100,4,4,"2794, 2796, 2892, ... (4 total)","2794, 2796, 2892, ... (4 total)",1.1,1.1,4,4,1687,4,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.05,,150,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M2a,Trail/Aberdeen to Finish,10K,Half,618,912,nan,9.75,10,20.85,21.1,100,12,17,"1598, 1602, 1604, ... (10 total)","1628, 1631, 1632, ... (10 total)",1.9,1.9,12,17,55,29,0,0,0,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.2,,100,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M2b,Trail/Aberdeen to Finish (Full QS Loop),10K,Full,618,368,nan,9.75,10,20.3,20.55,100,141,124,"1347, 1359, 1368, ... (10 total)","2549, 2553, 2585, ... (10 total)",22.8,33.7,141,124,751,265,0,0.6,0,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.2,,100,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M2c,Trail/Aberdeen to Finish (Full QS Loop),Half,Full,912,368,nan,20.85,21.1,20.3,20.55,100,96,66,"1637, 1681, 1699, ... (10 total)","2795, 2804, 2826, ... (10 total)",10.5,17.9,96,66,468,162,0.1,0,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.2,,100,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
M2d,Trail/Aberdeen to Finish,Full,Full,368,368,nan,41.95,42.2,41.95,42.2,100,2,2,"2734, 2732","2734, 2732",0.5,0.5,2,2,961,2,0,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,0.2,,100,2025-12-12 00:36:49 UTC,v1.8.5,local,"runners.csv, segments.csv","Full:420.0, 10K:440.0, Half:460.0",5,100
