bin_id,segment_id,start_km,end_km,t_start,t_end,density,rate,los_class,bin_size_km,schema_version,analysis_hash
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:26:00Z,2025-10-15T07:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:26:00Z,2025-10-15T07:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:26:00Z,2025-10-15T07:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:26:00Z,2025-10-15T07:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:26:00Z,2025-10-15T07:28:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:28:00Z,2025-10-15T07:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:28:00Z,2025-10-15T07:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:28:00Z,2025-10-15T07:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:28:00Z,2025-10-15T07:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:28:00Z,2025-10-15T07:30:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:30:00Z,2025-10-15T07:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:30:00Z,2025-10-15T07:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:30:00Z,2025-10-15T07:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:30:00Z,2025-10-15T07:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:30:00Z,2025-10-15T07:32:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:32:00Z,2025-10-15T07:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:32:00Z,2025-10-15T07:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:32:00Z,2025-10-15T07:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:32:00Z,2025-10-15T07:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:32:00Z,2025-10-15T07:34:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:34:00Z,2025-10-15T07:36:00Z,0.0030,0.0724,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:34:00Z,2025-10-15T07:36:00Z,0.0020,0.0495,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:34:00Z,2025-10-15T07:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:34:00Z,2025-10-15T07:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:34:00Z,2025-10-15T07:36:00Z,0.0000,0.0000,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:36:00Z,2025-10-15T07:38:00Z,0.0110,0.2316,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:36:00Z,2025-10-15T07:38:00Z,0.0050,0.1100,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:36:00Z,2025-10-15T07:38:00Z,0.0010,0.0229,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:36:00Z,2025-10-15T07:38:00Z,0.0020,0.0495,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:36:00Z,2025-10-15T07:38:00Z,0.0020,0.0495,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:38:00Z,2025-10-15T07:40:00Z,0.0130,0.2417,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:38:00Z,2025-10-15T07:40:00Z,0.0090,0.1807,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:38:00Z,2025-10-15T07:40:00Z,0.0100,0.2082,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:38:00Z,2025-10-15T07:40:00Z,0.0070,0.1496,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:38:00Z,2025-10-15T07:40:00Z,0.0090,0.2106,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:40:00Z,2025-10-15T07:42:00Z,0.0370,0.6364,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:40:00Z,2025-10-15T07:42:00Z,0.0230,0.4166,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:40:00Z,2025-10-15T07:42:00Z,0.0150,0.2787,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:40:00Z,2025-10-15T07:42:00Z,0.0080,0.1580,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:40:00Z,2025-10-15T07:42:00Z,0.0230,0.4880,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:42:00Z,2025-10-15T07:44:00Z,0.0690,1.0939,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:42:00Z,2025-10-15T07:44:00Z,0.0490,0.8149,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:42:00Z,2025-10-15T07:44:00Z,0.0340,0.5835,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:42:00Z,2025-10-15T07:44:00Z,0.0240,0.4334,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:42:00Z,2025-10-15T07:44:00Z,0.0350,0.6811,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:44:00Z,2025-10-15T07:46:00Z,0.1250,1.8348,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:44:00Z,2025-10-15T07:46:00Z,0.0950,1.4540,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:44:00Z,2025-10-15T07:46:00Z,0.0630,1.0020,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:44:00Z,2025-10-15T07:46:00Z,0.0470,0.7818,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:44:00Z,2025-10-15T07:46:00Z,0.0770,1.3687,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:46:00Z,2025-10-15T07:48:00Z,0.1410,1.9386,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:46:00Z,2025-10-15T07:48:00Z,0.1450,2.0648,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:46:00Z,2025-10-15T07:48:00Z,0.1000,1.4878,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:46:00Z,2025-10-15T07:48:00Z,0.0830,1.2784,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:46:00Z,2025-10-15T07:48:00Z,0.1470,2.4436,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:48:00Z,2025-10-15T07:50:00Z,0.0930,1.1920,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:48:00Z,2025-10-15T07:50:00Z,0.1030,1.3745,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:48:00Z,2025-10-15T07:50:00Z,0.1390,1.9350,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:48:00Z,2025-10-15T07:50:00Z,0.1290,1.8504,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:48:00Z,2025-10-15T07:50:00Z,0.2560,3.9865,B,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:50:00Z,2025-10-15T07:52:00Z,0.0780,0.9334,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:50:00Z,2025-10-15T07:52:00Z,0.0790,0.9871,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:50:00Z,2025-10-15T07:52:00Z,0.0900,1.1728,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:50:00Z,2025-10-15T07:52:00Z,0.1080,1.4631,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:50:00Z,2025-10-15T07:52:00Z,0.3910,5.7143,B,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:52:00Z,2025-10-15T07:54:00Z,0.0420,0.4703,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:52:00Z,2025-10-15T07:54:00Z,0.0620,0.7335,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:52:00Z,2025-10-15T07:54:00Z,0.0770,0.9400,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:52:00Z,2025-10-15T07:54:00Z,0.0770,0.9841,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:52:00Z,2025-10-15T07:54:00Z,0.4060,5.6481,C,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:54:00Z,2025-10-15T07:56:00Z,0.0390,0.4155,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:54:00Z,2025-10-15T07:56:00Z,0.0430,0.4744,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:54:00Z,2025-10-15T07:56:00Z,0.0460,0.5368,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:54:00Z,2025-10-15T07:56:00Z,0.0710,0.8519,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:54:00Z,2025-10-15T07:56:00Z,0.3370,4.4658,B,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:56:00Z,2025-10-15T07:58:00Z,0.0350,0.3504,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:56:00Z,2025-10-15T07:58:00Z,0.0320,0.3346,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:56:00Z,2025-10-15T07:58:00Z,0.0450,0.4922,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:56:00Z,2025-10-15T07:58:00Z,0.0320,0.3631,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:56:00Z,2025-10-15T07:58:00Z,0.2610,3.2545,B,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T07:58:00Z,2025-10-15T08:00:00Z,0.0210,0.2568,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T07:58:00Z,2025-10-15T08:00:00Z,0.0300,0.3088,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T07:58:00Z,2025-10-15T08:00:00Z,0.0320,0.3301,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T07:58:00Z,2025-10-15T08:00:00Z,0.0420,0.4553,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T07:58:00Z,2025-10-15T08:00:00Z,0.1930,2.2974,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:00:00Z,2025-10-15T08:02:00Z,0.0370,0.4718,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:00:00Z,2025-10-15T08:02:00Z,0.0280,0.3876,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:00:00Z,2025-10-15T08:02:00Z,0.0320,0.3937,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:00:00Z,2025-10-15T08:02:00Z,0.0330,0.3584,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:00:00Z,2025-10-15T08:02:00Z,0.1510,1.7202,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:02:00Z,2025-10-15T08:04:00Z,0.0290,0.3517,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:02:00Z,2025-10-15T08:04:00Z,0.0280,0.3406,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:02:00Z,2025-10-15T08:04:00Z,0.0280,0.3610,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:02:00Z,2025-10-15T08:04:00Z,0.0300,0.4015,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:02:00Z,2025-10-15T08:04:00Z,0.1360,1.6157,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:04:00Z,2025-10-15T08:06:00Z,0.0200,0.2292,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:04:00Z,2025-10-15T08:06:00Z,0.0310,0.3828,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:04:00Z,2025-10-15T08:06:00Z,0.0300,0.3871,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:04:00Z,2025-10-15T08:06:00Z,0.0250,0.3171,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:04:00Z,2025-10-15T08:06:00Z,0.1320,1.6868,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:06:00Z,2025-10-15T08:08:00Z,0.0260,0.3223,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:06:00Z,2025-10-15T08:08:00Z,0.0230,0.2621,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:06:00Z,2025-10-15T08:08:00Z,0.0230,0.2741,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:06:00Z,2025-10-15T08:08:00Z,0.0270,0.3202,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:06:00Z,2025-10-15T08:08:00Z,0.1120,1.4324,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:08:00Z,2025-10-15T08:10:00Z,0.0180,0.2284,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:08:00Z,2025-10-15T08:10:00Z,0.0260,0.2888,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:08:00Z,2025-10-15T08:10:00Z,0.0240,0.3108,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:08:00Z,2025-10-15T08:10:00Z,0.0240,0.2962,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:08:00Z,2025-10-15T08:10:00Z,0.0990,1.2406,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:10:00Z,2025-10-15T08:12:00Z,0.0300,0.4537,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:10:00Z,2025-10-15T08:12:00Z,0.0240,0.3332,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:10:00Z,2025-10-15T08:12:00Z,0.0320,0.3922,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:10:00Z,2025-10-15T08:12:00Z,0.0210,0.2437,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:10:00Z,2025-10-15T08:12:00Z,0.0880,1.0751,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:12:00Z,2025-10-15T08:14:00Z,0.0260,0.3840,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:12:00Z,2025-10-15T08:14:00Z,0.0380,0.5365,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:12:00Z,2025-10-15T08:14:00Z,0.0250,0.3972,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:12:00Z,2025-10-15T08:14:00Z,0.0380,0.4968,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:12:00Z,2025-10-15T08:14:00Z,0.0910,1.1202,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:14:00Z,2025-10-15T08:16:00Z,0.0250,0.4165,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:14:00Z,2025-10-15T08:16:00Z,0.0320,0.4395,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:14:00Z,2025-10-15T08:16:00Z,0.0300,0.4345,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:14:00Z,2025-10-15T08:16:00Z,0.0310,0.4872,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:14:00Z,2025-10-15T08:16:00Z,0.1070,1.4208,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:16:00Z,2025-10-15T08:18:00Z,0.0210,0.3391,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:16:00Z,2025-10-15T08:18:00Z,0.0130,0.2036,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:16:00Z,2025-10-15T08:18:00Z,0.0310,0.4299,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:16:00Z,2025-10-15T08:18:00Z,0.0320,0.4616,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:16:00Z,2025-10-15T08:18:00Z,0.1290,1.8211,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:18:00Z,2025-10-15T08:20:00Z,0.0200,0.3158,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:18:00Z,2025-10-15T08:20:00Z,0.0250,0.4003,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:18:00Z,2025-10-15T08:20:00Z,0.0220,0.3460,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:18:00Z,2025-10-15T08:20:00Z,0.0210,0.2602,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:18:00Z,2025-10-15T08:20:00Z,0.1250,1.7419,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:20:00Z,2025-10-15T08:22:00Z,0.0240,0.3708,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:20:00Z,2025-10-15T08:22:00Z,0.0200,0.3123,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:20:00Z,2025-10-15T08:22:00Z,0.0170,0.2687,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:20:00Z,2025-10-15T08:22:00Z,0.0270,0.4238,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:20:00Z,2025-10-15T08:22:00Z,0.1110,1.4828,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:22:00Z,2025-10-15T08:24:00Z,0.0230,0.3455,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:22:00Z,2025-10-15T08:24:00Z,0.0200,0.3056,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:22:00Z,2025-10-15T08:24:00Z,0.0250,0.3869,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:22:00Z,2025-10-15T08:24:00Z,0.0200,0.3123,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:22:00Z,2025-10-15T08:24:00Z,0.0930,1.2835,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:24:00Z,2025-10-15T08:26:00Z,0.0250,0.3692,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:24:00Z,2025-10-15T08:26:00Z,0.0330,0.4917,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:24:00Z,2025-10-15T08:26:00Z,0.0190,0.2863,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:24:00Z,2025-10-15T08:26:00Z,0.0200,0.3062,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:24:00Z,2025-10-15T08:26:00Z,0.1010,1.4269,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:26:00Z,2025-10-15T08:28:00Z,0.0150,0.2158,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:26:00Z,2025-10-15T08:28:00Z,0.0140,0.2050,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:26:00Z,2025-10-15T08:28:00Z,0.0290,0.4291,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:26:00Z,2025-10-15T08:28:00Z,0.0270,0.4030,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:26:00Z,2025-10-15T08:28:00Z,0.0920,1.3082,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:28:00Z,2025-10-15T08:30:00Z,0.0190,0.2660,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:28:00Z,2025-10-15T08:30:00Z,0.0150,0.2147,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:28:00Z,2025-10-15T08:30:00Z,0.0140,0.2014,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:28:00Z,2025-10-15T08:30:00Z,0.0150,0.2204,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:28:00Z,2025-10-15T08:30:00Z,0.0970,1.4090,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:30:00Z,2025-10-15T08:32:00Z,0.0190,0.2624,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:30:00Z,2025-10-15T08:32:00Z,0.0260,0.3618,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:30:00Z,2025-10-15T08:32:00Z,0.0110,0.1551,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:30:00Z,2025-10-15T08:32:00Z,0.0200,0.2867,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:30:00Z,2025-10-15T08:32:00Z,0.0790,1.1702,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:32:00Z,2025-10-15T08:34:00Z,0.0080,0.1084,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:32:00Z,2025-10-15T08:34:00Z,0.0190,0.2600,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:32:00Z,2025-10-15T08:34:00Z,0.0230,0.3186,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:32:00Z,2025-10-15T08:34:00Z,0.0190,0.2654,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:32:00Z,2025-10-15T08:34:00Z,0.0540,0.7805,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:34:00Z,2025-10-15T08:36:00Z,0.0110,0.1450,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:34:00Z,2025-10-15T08:36:00Z,0.0030,0.0402,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:34:00Z,2025-10-15T08:36:00Z,0.0140,0.1902,A,0.2000,1.0.0,
B2:0.600-0.800,B2,0.6000,0.8000,2025-10-15T08:34:00Z,2025-10-15T08:36:00Z,0.0190,0.2613,A,0.2000,1.0.0,
B2:0.800-1.000,B2,0.8000,1.0000,2025-10-15T08:34:00Z,2025-10-15T08:36:00Z,0.0640,0.9013,A,0.2000,1.0.0,
B2:0.000-0.200,B2,0.0000,0.2000,2025-10-15T08:36:00Z,2025-10-15T08:38:00Z,0.0140,0.1816,A,0.2000,1.0.0,
B2:0.200-0.400,B2,0.2000,0.4000,2025-10-15T08:36:00Z,2025-10-15T08:38:00Z,0.0140,0.1833,A,0.2000,1.0.0,
B2:0.400-0.600,B2,0.4000,0.6000,2025-10-15T08:36:00Z,2025-10-15T08:38:00Z,0.0070,0.0926,A,0.2000,1.0.0,
