event,runner_id,pace,distance,start_offset
10k,1157,5.533333333,10,28
10k,1158,5.466666667,10,59
10k,1159,5.55,10,14
10k,1160,5.55,10,14
10k,1161,5.55,10,21
10k,1162,5.55,10,16
10k,1163,5.566666667,10,15
10k,1164,5.566666667,10,14
10k,1165,5.516666667,10,43
10k,1166,5.533333333,10,41
10k,1167,5.55,10,27
10k,1168,5.6,10,4
10k,1169,5.6,10,4
10k,1170,5.583333333,10,12
10k,1171,5.533333333,10,48
10k,1172,5.533333333,10,48
10k,1173,5.633333333,10,8
10k,1174,5.616666667,10,17
10k,1175,5.616666667,10,27
10k,1176,5.633333333,10,16
10k,1177,5.633333333,10,14
10k,1178,5.633333333,10,16
10k,1179,5.6,10,45
10k,1180,5.6,10,46
10k,1181,5.683333333,10,6
10k,1182,5.65,10,19
10k,1183,5.633333333,10,32
10k,1184,5.666666667,10,22
10k,1185,5.666666667,10,22
10k,1186,5.683333333,10,9
10k,1187,5.666666667,10,21
10k,1188,5.666666667,10,26
10k,1189,5.7,10,6
10k,1190,5.683333333,10,10
10k,1191,5.683333333,10,10
10k,1192,5.683333333,10,27
10k,1193,5.683333333,10,29
10k,1194,5.683333333,10,34
10k,1195,5.716666667,10,12
10k,1196,5.716666667,10,19
10k,1197,5.7,10,32
10k,1198,5.733333333,10,21
10k,1199,5.75,10,14
10k,1200,5.75,10,16
10k,1201,5.75,10,25
10k,1202,5.75,10,26
10k,1203,5.75,10,31
10k,1204,5.766666667,10,18
10k,1205,5.766666667,10,20
10k,1206,5.8,10,9
10k,1207,5.8,10,8
10k,1208,5.8,10,17
10k,1209,5.783333333,10,21
10k,1210,5.8,10,13
10k,1211,5.766666667,10,30
10k,1212,5.8,10,14
10k,1213,5.766666667,10,31
10k,1214,5.783333333,10,31
10k,1215,5.8,10,18
10k,1216,5.75,10,57
10k,1217,5.8,10,31
10k,1218,5.833333333,10,15
10k,1219,5.8,10,38
10k,1220,5.816666667,10,29
10k,1221,5.833333333,10,24
10k,1222,5.816666667,10,32
10k,1223,5.85,10,11
10k,1224,5.833333333,10,22
10k,1225,5.833333333,10,29
10k,1226,5.8,10,44
10k,1227,5.833333333,10,30
10k,1228,5.816666667,10,36
10k,1229,5.85,10,19
10k,1230,5.866666667,10,15
10k,1231,5.85,10,25
10k,1232,5.85,10,27
10k,1233,5.866666667,10,22
10k,1234,5.866666667,10,22
10k,1235,5.866666667,10,21
10k,1236,5.85,10,30
10k,1237,5.866666667,10,25
10k,1238,5.883333333,10,16
10k,1239,5.833333333,10,43
10k,1240,5.85,10,36
10k,1241,5.833333333,10,46
10k,1242,5.833333333,10,51
10k,1243,5.9,10,18
10k,1244,5.883333333,10,29
10k,1245,5.9,10,19
10k,1246,5.883333333,10,32
10k,1247,5.9,10,25
10k,1248,5.9,10,24
10k,1249,5.9,10,24
10k,1250,5.9,10,21
10k,1251,5.9,10,22
10k,1252,5.9,10,22
10k,1253,5.866666667,10,45
10k,1254,5.916666667,10,20
10k,1255,5.933333333,10,9
10k,1256,5.916666667,10,19
10k,1257,5.9,10,32
10k,1258,5.9,10,36
10k,1259,5.95,10,13
10k,1260,5.916666667,10,27
10k,1261,5.933333333,10,19
10k,1262,5.933333333,10,18
10k,1263,5.933333333,10,22
10k,1264,5.933333333,10,22
10k,1265,5.916666667,10,30
10k,1266,5.916666667,10,31
10k,1267,5.916666667,10,36
10k,1268,5.933333333,10,26
10k,1269,5.933333333,10,33
10k,1270,5.95,10,24
10k,1271,5.95,10,24
10k,1272,5.933333333,10,28
10k,1273,5.916666667,10,44
10k,1274,5.966666667,10,17
10k,1275,5.933333333,10,31
10k,1276,5.95,10,26
10k,1277,5.95,10,26
10k,1278,5.95,10,26
10k,1279,5.983333333,10,13
10k,1280,5.95,10,33
10k,1281,5.95,10,34
10k,1282,5.983333333,10,20
10k,1283,5.95,10,34
10k,1284,5.966666667,10,30
10k,1285,5.966666667,10,25
10k,1286,5.966666667,10,39
10k,1287,5.95,10,45
10k,1288,5.983333333,10,28
10k,1289,5.983333333,10,30
10k,1290,6,10,25
10k,1291,5.983333333,10,31
10k,1292,6,10,25
10k,1293,5.966666667,10,51
10k,1294,6.016666667,10,18
10k,1295,6.016666667,10,19
10k,1296,6.016666667,10,29
10k,1297,6.016666667,10,25
10k,1298,6,10,45
10k,1299,6.05,10,28
10k,1300,6.066666667,10,14
10k,1301,6.05,10,26
10k,1302,6.05,10,32
10k,1303,6.033333333,10,45
10k,1304,6.033333333,10,45
10k,1305,6.1,10,12
10k,1306,6.1,10,11
10k,1307,6.016666667,10,69
10k,1308,6.1,10,16
10k,1309,6.05,10,51
10k,1310,6.116666667,10,26
10k,1311,6.116666667,10,27
10k,1312,6.1,10,37
10k,1313,6.1,10,37
10k,1314,6.1,10,36
10k,1315,6.116666667,10,31
10k,1316,6.133333333,10,16
10k,1317,6.133333333,10,16
10k,1318,6.133333333,10,18
10k,1319,6.1,10,36
10k,1320,6.133333333,10,20
10k,1321,6.116666667,10,31
10k,1322,6.166666667,10,6
10k,1323,6.166666667,10,11
10k,1324,6.15,10,24
10k,1325,6.116666667,10,44
10k,1326,6.15,10,31
10k,1327,6.116666667,10,55
10k,1328,6.116666667,10,50
10k,1329,6.15,10,29
10k,1330,6.133333333,10,48
10k,1331,6.15,10,40
10k,1332,6.15,10,40
10k,1333,6.183333333,10,22
10k,1334,6.166666667,10,34
10k,1335,6.183333333,10,25
10k,1336,6.183333333,10,26
10k,1337,6.166666667,10,42
10k,1338,6.166666667,10,51
10k,1339,6.233333333,10,11
10k,1340,6.216666667,10,28
10k,1341,6.216666667,10,28
10k,1342,6.233333333,10,29
10k,1343,6.216666667,10,41
10k,1344,6.233333333,10,37
10k,1345,6.25,10,27
10k,1346,6.233333333,10,45
10k,1347,6.3,10,6
10k,1348,6.3,10,11
10k,1349,6.3,10,10
10k,1350,6.3,10,18
10k,1351,6.25,10,44
10k,1352,6.3,10,18
10k,1353,6.283333333,10,30
10k,1354,6.283333333,10,43
10k,1355,6.3,10,28
10k,1356,6.3,10,33
10k,1357,6.316666667,10,33
10k,1358,6.316666667,10,35
10k,1359,6.283333333,10,55
10k,1360,6.35,10,25
10k,1361,6.333333333,10,31
10k,1362,6.35,10,25
10k,1363,6.366666667,10,20
10k,1364,6.316666667,10,49
10k,1365,6.383333333,10,12
10k,1366,6.366666667,10,24
10k,1367,6.333333333,10,44
10k,1368,6.366666667,10,24
10k,1369,6.333333333,10,46
10k,1370,6.35,10,40
10k,1371,6.35,10,41
10k,1372,6.333333333,10,51
10k,1373,6.383333333,10,28
10k,1374,6.4,10,19
10k,1375,6.35,10,48
10k,1376,6.366666667,10,49
10k,1377,6.383333333,10,37
10k,1378,6.333333333,10,64
10k,1379,6.4,10,34
10k,1380,6.4,10,33
10k,1381,6.366666667,10,56
10k,1382,6.383333333,10,45
10k,1383,6.433333333,10,21
10k,1384,6.4,10,54
10k,1385,6.483333333,10,16
10k,1386,6.483333333,10,17
10k,1387,6.466666667,10,36
10k,1388,6.516666667,10,10
10k,1389,6.516666667,10,16
10k,1390,6.483333333,10,43
10k,1391,6.466666667,10,53
10k,1392,6.5,10,38
10k,1393,6.5,10,38
10k,1394,6.483333333,10,51
10k,1395,6.516666667,10,29
10k,1396,6.5,10,39
10k,1397,6.5,10,40
10k,1398,6.583333333,10,6
10k,1399,6.483333333,10,65
10k,1400,6.533333333,10,34
10k,1401,6.5,10,61
10k,1402,6.55,10,26
10k,1403,6.55,10,33
10k,1404,6.516666667,10,50
10k,1405,6.566666667,10,25
10k,1406,6.6,10,7
10k,1407,6.516666667,10,53
10k,1408,6.533333333,10,46
10k,1409,6.533333333,10,62
10k,1410,6.6,10,34
10k,1411,6.616666667,10,35
10k,1412,6.6,10,46
10k,1413,6.666666667,10,5
10k,1414,6.6,10,50
10k,1415,6.616666667,10,45
10k,1416,6.616666667,10,53
10k,1417,6.683333333,10,13
10k,1418,6.666666667,10,46
10k,1419,6.7,10,34
10k,1420,6.7,10,34
10k,1421,6.683333333,10,45
10k,1422,6.683333333,10,43
10k,1423,6.666666667,10,60
10k,1424,6.7,10,36
10k,1425,6.7,10,39
10k,1426,6.733333333,10,42
10k,1427,6.783333333,10,25
10k,1428,6.75,10,43
10k,1429,6.8,10,15
10k,1430,6.8,10,16
10k,1431,6.733333333,10,52
10k,1432,6.733333333,10,52
10k,1433,6.75,10,53
10k,1434,6.75,10,48
10k,1435,6.75,10,54
10k,1436,6.766666667,10,54
10k,1437,6.833333333,10,32
10k,1438,6.833333333,10,31
10k,1439,6.8,10,56
10k,1440,6.833333333,10,36
10k,1441,6.8,10,57
10k,1442,6.816666667,10,51
10k,1443,6.9,10,22
10k,1444,6.866666667,10,41
10k,1445,6.85,10,55
10k,1446,6.933333333,10,13
10k,1447,6.933333333,10,13
10k,1448,6.916666667,10,28
10k,1449,6.916666667,10,32
10k,1450,6.95,10,30
10k,1451,6.95,10,30
10k,1452,6.983333333,10,14
10k,1453,7,10,4
10k,1454,6.966666667,10,32
10k,1455,6.95,10,47
10k,1456,6.983333333,10,41
10k,1457,6.966666667,10,51
10k,1458,6.983333333,10,46
10k,1459,6.983333333,10,46
10k,1460,7,10,33
10k,1461,7,10,35
10k,1462,6.983333333,10,46
10k,1463,7.033333333,10,17
10k,1464,7.016666667,10,30
10k,1465,7.016666667,10,42
10k,1466,7.05,10,16
10k,1467,7.016666667,10,42
10k,1468,7.016666667,10,48
10k,1469,7,10,58
10k,1470,7.016666667,10,58
10k,1471,7.016666667,10,58
10k,1472,7.033333333,10,48
10k,1473,7.033333333,10,48
10k,1474,7.066666667,10,32
10k,1475,7.066666667,10,32
10k,1476,7.066666667,10,29
10k,1477,7.016666667,10,61
10k,1478,7.1,10,31
10k,1479,7.116666667,10,23
10k,1480,7.116666667,10,38
10k,1481,7.15,10,33
10k,1482,7.133333333,10,41
10k,1483,7.133333333,10,47
10k,1484,7.166666667,10,35
10k,1485,7.15,10,47
10k,1486,7.183333333,10,37
10k,1487,7.183333333,10,38
10k,1488,7.183333333,10,49
10k,1489,7.2,10,39
10k,1490,7.2,10,39
10k,1491,7.216666667,10,61
10k,1492,7.25,10,42
10k,1493,7.35,10,59
10k,1494,7.383333333,10,41
10k,1495,7.383333333,10,41
10k,1496,7.416666667,10,22
10k,1497,7.466666667,10,37
10k,1498,7.483333333,10,27
10k,1499,7.516666667,10,22
10k,1500,7.5,10,48
10k,1501,7.5,10,49
10k,1502,7.516666667,10,37
10k,1503,7.516666667,10,43
10k,1504,7.516666667,10,44
10k,1505,7.5,10,53
10k,1506,7.5,10,54
10k,1507,7.566666667,10,38
10k,1508,7.55,10,50
10k,1509,7.55,10,56
10k,1510,7.55,10,56
10k,1511,7.55,10,57
10k,1512,7.55,10,57
10k,1513,7.583333333,10,49
10k,1514,7.6,10,42
10k,1515,7.583333333,10,62
10k,1516,7.666666667,10,44
10k,1517,7.666666667,10,50
10k,1518,7.733333333,10,18
10k,1519,7.733333333,10,34
10k,1520,7.716666667,10,44
10k,1521,7.733333333,10,54
10k,1522,7.733333333,10,55
10k,1523,7.783333333,10,41
10k,1524,7.783333333,10,41
10k,1525,7.783333333,10,41
10k,1526,7.8,10,50
10k,1527,7.816666667,10,50
10k,1528,7.816666667,10,54
10k,1529,6.283333333,10,983
10k,1530,7.85,10,53
10k,1531,7.866666667,10,48
10k,1532,7.9,10,52
10k,1533,7.916666667,10,60
10k,1534,8.033333333,10,53
10k,1535,8.1,10,13
10k,1536,8.1,10,12
10k,1537,8.016666667,10,62
10k,1538,8.066666667,10,40
10k,1539,8.05,10,64
10k,1540,8.116666667,10,38
10k,1541,8.183333333,10,17
10k,1542,8.15,10,59
10k,1543,8.15,10,59
10k,1544,8.15,10,59
10k,1545,8.266666667,10,3
10k,1546,8.216666667,10,52
10k,1547,8.333333333,10,9
10k,1548,8.266666667,10,56
10k,1549,8.283333333,10,51
10k,1550,8.333333333,10,38
10k,1551,8.35,10,43
10k,1552,8.366666667,10,36
10k,1553,8.35,10,66
10k,1554,8.35,10,60
10k,1555,8.366666667,10,61
10k,1556,8.466666667,10,35
10k,1557,8.533333333,10,2
10k,1558,8.55,10,0
10k,1559,8.583333333,10,56
10k,1560,8.583333333,10,56
10k,1561,8.633333333,10,29
10k,1562,8.65,10,41
10k,1563,8.716666667,10,40
10k,1564,8.733333333,10,42
10k,1565,8.733333333,10,56
10k,1566,8.75,10,63
10k,1567,8.866666667,10,61
10k,1568,8.9,10,54
10k,1569,8.9,10,61
10k,1570,9.016666667,10,59
10k,1571,9.016666667,10,59
10k,1572,9.116666667,10,56
10k,1573,9.116666667,10,56
10k,1574,9.25,10,19
10k,1575,9.25,10,39
10k,1576,9.25,10,40
10k,1577,9.316666667,10,3
10k,1578,9.35,10,7
10k,1579,9.25,10,64
10k,1580,9.25,10,64
10k,1581,9.25,10,65
10k,1582,9.4,10,51
10k,1583,9.383333333,10,53
10k,1584,9.666666667,10,60
10k,1585,9.716666667,10,62
10k,1586,9.716666667,10,63
10k,1587,9.766666667,10,58
10k,1588,9.85,10,12
10k,1589,9.85,10,13
10k,1590,9.933333333,10,57
10k,1591,10.03333333,10,49
10k,1592,10.03333333,10,51
10k,1593,10.03333333,10,51
10k,1594,10.03333333,10,50
10k,1595,10.13333333,10,58
10k,1596,10.15,10,59
10k,1597,10.41666667,10,45
10k,1598,10.43333333,10,45
10k,1599,10.53333333,10,36
10k,1600,10.53333333,10,36
10k,1601,10.53333333,10,36
10k,1602,10.55,10,57
10k,1603,10.55,10,62
10k,1604,10.55,10,63
10k,1605,10.6,10,58
10k,1606,10.78333333,10,62
10k,1607,10.78333333,10,63
10k,1608,11.26666667,10,10
10k,1609,11.26666667,10,9
10k,1610,11.3,10,62
10k,1611,11.3,10,61
10k,1612,11.43333333,10,33
10k,1613,11.78333333,10,55
10k,1614,11.78333333,10,56
10k,1615,11.78333333,10,54
10k,1616,11.78333333,10,56
10k,1617,12.08333333,10,22
