event,runner_id,pace,distance,start_offset
half,1888,5.316666667,21.1,14
half,1889,5.3,21.1,45
half,1890,5.3,21.1,40
half,1891,5.316666667,21.1,22
half,1892,5.3,21.1,44
half,1893,5.333333333,21.1,0
half,1894,5.283333333,21.1,62
half,1895,5.333333333,21.1,17
half,1896,5.333333333,21.1,39
half,1897,5.333333333,21.1,39
half,1898,5.333333333,21.1,43
half,1899,5.333333333,21.1,35
half,1900,5.333333333,21.1,38
half,1901,5.35,21.1,25
half,1902,5.35,21.1,25
half,1903,5.316666667,21.1,70
half,1904,5.333333333,21.1,40
half,1905,5.3,21.1,94
half,1906,5.35,21.1,33
half,1907,5.35,21.1,30
half,1908,5.333333333,21.1,61
half,1909,5.35,21.1,44
half,1910,5.35,21.1,44
half,1911,5.366666667,21.1,26
half,1912,5.366666667,21.1,37
half,1913,5.366666667,21.1,32
half,1914,5.35,21.1,54
half,1915,5.35,21.1,48
half,1916,5.366666667,21.1,32
half,1917,5.366666667,21.1,31
half,1918,5.383333333,21.1,26
half,1919,5.366666667,21.1,38
half,1920,5.366666667,21.1,38
half,1921,5.383333333,21.1,33
half,1922,5.366666667,21.1,58
half,1923,5.383333333,21.1,32
half,1924,5.333333333,21.1,113
half,1925,5.383333333,21.1,54
half,1926,5.4,21.1,27
half,1927,5.4,21.1,42
half,1928,5.416666667,21.1,38
half,1929,5.4,21.1,58
half,1930,5.4,21.1,50
half,1931,5.4,21.1,57
half,1932,5.433333333,21.1,30
half,1933,5.416666667,21.1,35
half,1934,5.416666667,21.1,52
half,1935,5.433333333,21.1,47
half,1936,5.433333333,21.1,47
half,1937,5.416666667,21.1,62
half,1938,5.433333333,21.1,41
half,1939,5.433333333,21.1,45
half,1940,5.433333333,21.1,41
half,1941,5.433333333,21.1,57
half,1942,5.433333333,21.1,55
half,1943,5.45,21.1,45
half,1944,5.45,21.1,44
half,1945,5.466666667,21.1,30
half,1946,5.433333333,21.1,57
half,1947,5.466666667,21.1,20
half,1948,5.416666667,21.1,84
half,1949,5.45,21.1,61
half,1950,5.483333333,21.1,19
half,1951,5.483333333,21.1,31
half,1952,5.466666667,21.1,63
half,1953,5.5,21.1,29
half,1954,5.483333333,21.1,61
half,1955,5.483333333,21.1,66
half,1956,5.5,21.1,66
half,1957,5.483333333,21.1,83
half,1958,5.5,21.1,54
half,1959,5.516666667,21.1,46
half,1960,5.483333333,21.1,83
half,1961,5.533333333,21.1,31
half,1962,5.533333333,21.1,30
half,1963,5.533333333,21.1,39
half,1964,5.516666667,21.1,50
half,1965,5.533333333,21.1,40
half,1966,5.533333333,21.1,30
half,1967,5.516666667,21.1,60
half,1968,5.516666667,21.1,60
half,1969,5.533333333,21.1,50
half,1970,5.533333333,21.1,34
half,1971,5.533333333,21.1,35
half,1972,5.533333333,21.1,52
half,1973,5.516666667,21.1,67
half,1974,5.55,21.1,31
half,1975,5.516666667,21.1,74
half,1976,5.55,21.1,36
half,1977,5.55,21.1,34
half,1978,5.533333333,21.1,50
half,1979,5.516666667,21.1,78
half,1980,5.5,21.1,94
half,1981,5.533333333,21.1,57
half,1982,5.55,21.1,45
half,1983,5.533333333,21.1,55
half,1984,5.533333333,21.1,78
half,1985,5.5,21.1,124
half,1986,5.55,21.1,51
half,1987,5.55,21.1,57
half,1988,5.566666667,21.1,42
half,1989,5.55,21.1,62
half,1990,5.55,21.1,61
half,1991,5.55,21.1,54
half,1992,5.55,21.1,69
half,1993,5.55,21.1,58
half,1994,5.55,21.1,61
half,1995,5.566666667,21.1,59
half,1996,5.55,21.1,63
half,1997,5.583333333,21.1,34
half,1998,5.566666667,21.1,63
half,1999,5.6,21.1,26
half,2000,5.583333333,21.1,55
half,2001,5.583333333,21.1,56
half,2002,5.583333333,21.1,48
half,2003,5.583333333,21.1,66
half,2004,5.583333333,21.1,51
half,2005,5.633333333,21.1,13
half,2006,5.616666667,21.1,36
half,2007,5.6,21.1,50
half,2008,5.6,21.1,62
half,2009,5.6,21.1,62
half,2010,5.6,21.1,59
half,2011,5.65,21.1,29
half,2012,5.65,21.1,28
half,2013,5.616666667,21.1,70
half,2014,5.633333333,21.1,39
half,2015,5.633333333,21.1,57
half,2016,5.6,21.1,98
half,2017,5.65,21.1,46
half,2018,5.616666667,21.1,80
half,2019,5.633333333,21.1,61
half,2020,5.6,21.1,113
half,2021,5.65,21.1,57
half,2022,5.65,21.1,55
half,2023,5.65,21.1,42
half,2024,5.666666667,21.1,24
half,2025,5.65,21.1,53
half,2026,5.666666667,21.1,38
half,2027,5.616666667,21.1,106
half,2028,5.65,21.1,72
half,2029,5.666666667,21.1,61
half,2030,5.65,21.1,79
half,2031,5.683333333,21.1,34
half,2032,5.666666667,21.1,53
half,2033,5.666666667,21.1,70
half,2034,5.683333333,21.1,35
half,2035,5.666666667,21.1,71
half,2036,5.683333333,21.1,55
half,2037,5.683333333,21.1,52
half,2038,5.7,21.1,34
half,2039,5.683333333,21.1,68
half,2040,5.683333333,21.1,52
half,2041,5.683333333,21.1,52
half,2042,5.683333333,21.1,56
half,2043,5.716666667,21.1,45
half,2044,5.683333333,21.1,80
half,2045,5.716666667,21.1,40
half,2046,5.7,21.1,67
half,2047,5.716666667,21.1,59
half,2048,5.7,21.1,65
half,2049,5.7,21.1,77
half,2050,5.716666667,21.1,49
half,2051,5.7,21.1,69
half,2052,5.733333333,21.1,31
half,2053,5.733333333,21.1,41
half,2054,5.733333333,21.1,48
half,2055,5.716666667,21.1,72
half,2056,5.716666667,21.1,59
half,2057,5.716666667,21.1,74
half,2058,5.733333333,21.1,56
half,2059,5.733333333,21.1,73
half,2060,5.766666667,21.1,39
half,2061,5.733333333,21.1,66
half,2062,5.716666667,21.1,94
half,2063,5.716666667,21.1,95
half,2064,5.766666667,21.1,42
half,2065,5.783333333,21.1,21
half,2066,5.75,21.1,60
half,2067,5.75,21.1,62
half,2068,5.75,21.1,65
half,2069,5.75,21.1,59
half,2070,5.75,21.1,73
half,2071,5.766666667,21.1,58
half,2072,5.733333333,21.1,100
half,2073,5.733333333,21.1,90
half,2074,5.733333333,21.1,92
half,2075,5.766666667,21.1,60
half,2076,5.8,21.1,29
half,2077,5.766666667,21.1,68
half,2078,5.766666667,21.1,68
half,2079,5.783333333,21.1,59
half,2080,5.75,21.1,104
half,2081,5.8,21.1,52
half,2082,5.816666667,21.1,35
half,2083,5.816666667,21.1,35
half,2084,5.766666667,21.1,109
half,2085,5.8,21.1,75
half,2086,5.8,21.1,67
half,2087,5.816666667,21.1,64
half,2088,5.833333333,21.1,30
half,2089,5.816666667,21.1,63
half,2090,5.8,21.1,76
half,2091,5.816666667,21.1,58
half,2092,5.8,21.1,70
half,2093,5.816666667,21.1,64
half,2094,5.783333333,21.1,112
half,2095,5.85,21.1,29
half,2096,5.833333333,21.1,53
half,2097,5.783333333,21.1,118
half,2098,5.866666667,21.1,14
half,2099,5.85,21.1,46
half,2100,5.816666667,21.1,79
half,2101,5.783333333,21.1,121
half,2102,5.85,21.1,45
half,2103,5.85,21.1,45
half,2104,5.8,21.1,112
half,2105,5.866666667,21.1,29
half,2106,5.866666667,21.1,33
half,2107,5.833333333,21.1,74
half,2108,5.866666667,21.1,44
half,2109,5.85,21.1,82
half,2110,5.9,21.1,21
half,2111,5.883333333,21.1,51
half,2112,5.866666667,21.1,63
half,2113,5.883333333,21.1,50
half,2114,5.85,21.1,109
half,2115,5.883333333,21.1,51
half,2116,5.916666667,21.1,37
half,2117,5.916666667,21.1,55
half,2118,5.933333333,21.1,42
half,2119,5.916666667,21.1,74
half,2120,5.966666667,21.1,33
half,2121,5.933333333,21.1,66
half,2122,5.933333333,21.1,67
half,2123,5.933333333,21.1,67
half,2124,5.9,21.1,111
half,2125,5.95,21.1,58
half,2126,6,21.1,14
half,2127,5.966666667,21.1,60
half,2128,5.966666667,21.1,48
half,2129,5.933333333,21.1,111
half,2130,5.95,21.1,79
half,2131,5.983333333,21.1,44
half,2132,6,21.1,34
half,2133,5.983333333,21.1,46
half,2134,5.95,21.1,105
half,2135,5.983333333,21.1,53
half,2136,6,21.1,53
half,2137,6,21.1,53
half,2138,6,21.1,65
half,2139,6,21.1,65
half,2140,6.016666667,21.1,65
half,2141,6.033333333,21.1,60
half,2142,6.033333333,21.1,62
half,2143,6.033333333,21.1,60
half,2144,6.05,21.1,44
half,2145,6.016666667,21.1,92
half,2146,6.05,21.1,32
half,2147,6.05,21.1,38
half,2148,6.033333333,21.1,68
half,2149,6.033333333,21.1,62
half,2150,6.016666667,21.1,92
half,2151,6.033333333,21.1,71
half,2152,6.05,21.1,60
half,2153,6.05,21.1,46
half,2154,6.05,21.1,65
half,2155,6.066666667,21.1,41
half,2156,6.05,21.1,83
half,2157,6.066666667,21.1,65
half,2158,6.066666667,21.1,53
half,2159,6.083333333,21.1,71
half,2160,6.066666667,21.1,88
half,2161,6.1,21.1,58
half,2162,6.083333333,21.1,85
half,2163,6.066666667,21.1,110
half,2164,6.116666667,21.1,61
half,2165,6.116666667,21.1,58
half,2166,6.116666667,21.1,65
half,2167,6.133333333,21.1,64
half,2168,6.133333333,21.1,58
half,2169,6.133333333,21.1,58
half,2170,6.133333333,21.1,67
half,2171,6.133333333,21.1,53
half,2172,6.116666667,21.1,95
half,2173,6.15,21.1,46
half,2174,6.166666667,21.1,30
half,2175,6.116666667,21.1,103
half,2176,6.15,21.1,63
half,2177,6.15,21.1,65
half,2178,6.116666667,21.1,103
half,2179,6.15,21.1,80
half,2180,6.183333333,21.1,38
half,2181,6.183333333,21.1,40
half,2182,6.166666667,21.1,69
half,2183,6.15,21.1,82
half,2184,6.183333333,21.1,60
half,2185,6.183333333,21.1,49
half,2186,6.183333333,21.1,64
half,2187,6.166666667,21.1,73
half,2188,6.15,21.1,98
half,2189,6.183333333,21.1,55
half,2190,6.15,21.1,114
half,2191,6.15,21.1,111
half,2192,6.183333333,21.1,68
half,2193,6.2,21.1,45
half,2194,6.2,21.1,45
half,2195,6.15,21.1,103
half,2196,6.166666667,21.1,105
half,2197,6.183333333,21.1,74
half,2198,6.2,21.1,74
half,2199,6.233333333,21.1,42
half,2200,6.216666667,21.1,53
half,2201,6.2,21.1,86
half,2202,6.25,21.1,22
half,2203,6.216666667,21.1,75
half,2204,6.216666667,21.1,77
half,2205,6.216666667,21.1,69
half,2206,6.233333333,21.1,57
half,2207,6.2,21.1,100
half,2208,6.216666667,21.1,70
half,2209,6.233333333,21.1,65
half,2210,6.233333333,21.1,80
half,2211,6.25,21.1,73
half,2212,6.266666667,21.1,68
half,2213,6.266666667,21.1,78
half,2214,6.316666667,21.1,21
half,2215,6.3,21.1,54
half,2216,6.3,21.1,55
half,2217,6.3,21.1,61
half,2218,6.3,21.1,61
half,2219,6.283333333,21.1,70
half,2220,6.283333333,21.1,84
half,2221,6.25,21.1,117
half,2222,6.3,21.1,65
half,2223,6.316666667,21.1,53
half,2224,6.3,21.1,74
half,2225,6.3,21.1,68
half,2226,6.283333333,21.1,95
half,2227,6.316666667,21.1,73
half,2228,6.316666667,21.1,78
half,2229,6.316666667,21.1,78
half,2230,6.283333333,21.1,113
half,2231,6.3,21.1,95
half,2232,6.3,21.1,95
half,2233,6.316666667,21.1,74
half,2234,6.316666667,21.1,77
half,2235,6.3,21.1,93
half,2236,6.3,21.1,96
half,2237,6.3,21.1,114
half,2238,6.333333333,21.1,76
half,2239,6.333333333,21.1,70
half,2240,6.35,21.1,63
half,2241,6.35,21.1,67
half,2242,6.333333333,21.1,90
half,2243,6.333333333,21.1,90
half,2244,6.383333333,21.1,38
half,2245,6.333333333,21.1,97
half,2246,6.383333333,21.1,51
half,2247,6.366666667,21.1,70
half,2248,6.333333333,21.1,114
half,2249,6.366666667,21.1,65
half,2250,6.366666667,21.1,82
half,2251,6.35,21.1,98
half,2252,6.35,21.1,94
half,2253,6.383333333,21.1,82
half,2254,6.383333333,21.1,85
half,2255,6.366666667,21.1,105
half,2256,6.383333333,21.1,75
half,2257,6.383333333,21.1,90
half,2258,6.416666667,21.1,63
half,2259,6.4,21.1,101
half,2260,6.4,21.1,95
half,2261,6.416666667,21.1,105
half,2262,6.45,21.1,60
half,2263,6.433333333,21.1,93
half,2264,6.433333333,21.1,93
half,2265,6.433333333,21.1,96
half,2266,6.433333333,21.1,83
half,2267,6.45,21.1,78
half,2268,6.45,21.1,87
half,2269,6.416666667,21.1,114
half,2270,6.45,21.1,77
half,2271,6.45,21.1,79
half,2272,6.45,21.1,94
half,2273,6.5,21.1,17
half,2274,6.45,21.1,103
half,2275,6.5,21.1,50
half,2276,6.483333333,21.1,65
half,2277,6.516666667,21.1,59
half,2278,6.483333333,21.1,102
half,2279,6.483333333,21.1,102
half,2280,6.483333333,21.1,93
half,2281,6.483333333,21.1,107
half,2282,6.516666667,21.1,69
half,2283,6.5,21.1,102
half,2284,6.516666667,21.1,79
half,2285,6.516666667,21.1,78
half,2286,6.516666667,21.1,76
half,2287,6.533333333,21.1,76
half,2288,6.516666667,21.1,97
half,2289,6.566666667,21.1,57
half,2290,6.5,21.1,159
half,2291,6.566666667,21.1,72
half,2292,6.566666667,21.1,81
half,2293,6.566666667,21.1,80
half,2294,6.566666667,21.1,68
half,2295,6.566666667,21.1,80
half,2296,6.583333333,21.1,76
half,2297,6.583333333,21.1,88
half,2298,6.6,21.1,66
half,2299,6.566666667,21.1,124
half,2300,6.633333333,21.1,32
half,2301,6.633333333,21.1,33
half,2302,6.6,21.1,82
half,2303,6.6,21.1,87
half,2304,6.6,21.1,78
half,2305,6.616666667,21.1,82
half,2306,6.616666667,21.1,81
half,2307,6.633333333,21.1,77
half,2308,6.633333333,21.1,89
half,2309,6.683333333,21.1,57
half,2310,6.65,21.1,96
half,2311,6.683333333,21.1,72
half,2312,6.683333333,21.1,72
half,2313,6.683333333,21.1,97
half,2314,6.683333333,21.1,94
half,2315,6.7,21.1,91
half,2316,6.716666667,21.1,76
half,2317,6.783333333,21.1,0
half,2318,6.7,21.1,112
half,2319,6.75,21.1,65
half,2320,6.733333333,21.1,99
half,2321,6.716666667,21.1,110
half,2322,6.766666667,21.1,63
half,2323,6.766666667,21.1,81
half,2324,6.816666667,21.1,23
half,2325,6.816666667,21.1,23
half,2326,6.75,21.1,97
half,2327,6.766666667,21.1,96
half,2328,6.8,21.1,76
half,2329,6.8,21.1,77
half,2330,6.783333333,21.1,113
half,2331,6.8,21.1,110
half,2332,6.816666667,21.1,80
half,2333,6.8,21.1,118
half,2334,6.8,21.1,117
half,2335,6.816666667,21.1,108
half,2336,6.816666667,21.1,109
half,2337,6.833333333,21.1,93
half,2338,6.866666667,21.1,71
half,2339,6.85,21.1,99
half,2340,6.85,21.1,100
half,2341,6.866666667,21.1,105
half,2342,6.866666667,21.1,105
half,2343,6.866666667,21.1,105
half,2344,6.866666667,21.1,117
half,2345,6.916666667,21.1,60
half,2346,6.916666667,21.1,86
half,2347,6.933333333,21.1,69
half,2348,6.916666667,21.1,101
half,2349,6.916666667,21.1,101
half,2350,6.933333333,21.1,82
half,2351,6.916666667,21.1,100
half,2352,6.933333333,21.1,80
half,2353,6.933333333,21.1,98
half,2354,6.95,21.1,81
half,2355,6.983333333,21.1,70
half,2356,6.983333333,21.1,77
half,2357,6.983333333,21.1,81
half,2358,6.983333333,21.1,72
half,2359,6.983333333,21.1,72
half,2360,6.966666667,21.1,116
half,2361,6.983333333,21.1,99
half,2362,6.983333333,21.1,99
half,2363,7,21.1,89
half,2364,7,21.1,88
half,2365,7,21.1,88
half,2366,7,21.1,96
half,2367,7,21.1,108
half,2368,7,21.1,107
half,2369,7.016666667,21.1,86
half,2370,7,21.1,107
half,2371,7.016666667,21.1,87
half,2372,7.033333333,21.1,78
half,2373,7.033333333,21.1,92
half,2374,7,21.1,118
half,2375,7.016666667,21.1,124
half,2376,7.05,21.1,92
half,2377,7.05,21.1,98
half,2378,7.083333333,21.1,84
half,2379,7.066666667,21.1,105
half,2380,7.083333333,21.1,89
half,2381,7.083333333,21.1,90
half,2382,7.066666667,21.1,111
half,2383,7.083333333,21.1,90
half,2384,7.1,21.1,70
half,2385,7.083333333,21.1,102
half,2386,7.1,21.1,66
half,2387,7.1,21.1,66
half,2388,7.133333333,21.1,27
half,2389,7.1,21.1,90
half,2390,7.1,21.1,91
half,2391,7.116666667,21.1,96
half,2392,7.116666667,21.1,111
half,2393,7.116666667,21.1,111
half,2394,7.133333333,21.1,116
half,2395,7.183333333,21.1,66
half,2396,7.183333333,21.1,65
half,2397,7.183333333,21.1,65
half,2398,7.15,21.1,114
half,2399,7.166666667,21.1,114
half,2400,7.2,21.1,101
half,2401,7.2,21.1,94
half,2402,7.216666667,21.1,90
half,2403,7.2,21.1,107
half,2404,7.266666667,21.1,38
half,2405,7.266666667,21.1,38
half,2406,7.283333333,21.1,68
half,2407,7.266666667,21.1,108
half,2408,7.283333333,21.1,101
half,2409,7.3,21.1,77
half,2410,7.35,21.1,26
half,2411,7.316666667,21.1,83
half,2412,7.333333333,21.1,82
half,2413,7.316666667,21.1,89
half,2414,7.316666667,21.1,111
half,2415,7.383333333,21.1,35
half,2416,7.35,21.1,93
half,2417,7.35,21.1,113
half,2418,7.366666667,21.1,98
half,2419,7.366666667,21.1,98
half,2420,7.366666667,21.1,107
half,2421,7.366666667,21.1,107
half,2422,7.4,21.1,77
half,2423,7.4,21.1,91
half,2424,7.4,21.1,111
half,2425,7.433333333,21.1,93
half,2426,7.433333333,21.1,96
half,2427,7.416666667,21.1,115
half,2428,7.416666667,21.1,118
half,2429,7.416666667,21.1,118
half,2430,7.466666667,21.1,81
half,2431,7.466666667,21.1,81
half,2432,7.466666667,21.1,87
half,2433,7.45,21.1,116
half,2434,7.466666667,21.1,104
half,2435,7.483333333,21.1,109
half,2436,7.5,21.1,87
half,2437,7.516666667,21.1,80
half,2438,7.5,21.1,107
half,2439,7.516666667,21.1,112
half,2440,7.533333333,21.1,91
half,2441,7.533333333,21.1,98
half,2442,7.55,21.1,90
half,2443,7.533333333,21.1,116
half,2444,7.55,21.1,90
half,2445,7.6,21.1,122
half,2446,7.666666667,21.1,99
half,2447,7.7,21.1,90
half,2448,7.716666667,21.1,86
half,2449,7.716666667,21.1,87
half,2450,7.733333333,21.1,91
half,2451,7.733333333,21.1,94
half,2452,7.733333333,21.1,108
half,2453,7.766666667,21.1,80
half,2454,7.766666667,21.1,100
half,2455,7.766666667,21.1,97
half,2456,7.766666667,21.1,98
half,2457,7.8,21.1,88
half,2458,7.8,21.1,104
half,2459,7.8,21.1,105
half,2460,7.8,21.1,105
half,2461,7.866666667,21.1,86
half,2462,7.866666667,21.1,86
half,2463,7.866666667,21.1,117
half,2464,7.933333333,21.1,52
half,2465,7.933333333,21.1,121
half,2466,7.966666667,21.1,105
half,2467,8,21.1,109
half,2468,8.05,21.1,63
half,2469,8.066666667,21.1,81
half,2470,8.083333333,21.1,98
half,2471,8.1,21.1,77
half,2472,8.1,21.1,77
