seg_id,segment_label,event_a,event_b,total_a,total_b,flow_type,from_km_a,to_km_a,from_km_b,to_km_b,width_m,overtaking_a,overtaking_b,sample_a,sample_b,pct_a,pct_b,copresence_a,copresence_b,unique_encounters,participants_involved,overtaking_load_a,overtaking_load_b,max_overtaking_load_a,max_overtaking_load_b,spatial_zone_exists,temporal_overlap_exists,true_pass_exists,has_convergence_policy,has_convergence,convergence_zone_start,convergence_zone_end,no_pass_reason_code,conflict_length_m,analysis_timestamp,app_version,environment,data_source,start_times,min_overlap_duration,conflict_length_m
F1,Friel to Station Rd.,Full,10K,368,618,parallel,16.35,18.65,5.8,8.1,3.0,5,5,"2538, 2544, 2557, ... (10 total)","1503, 1514, 1518, ... (10 total)",1.4,0.8,5,5,5,100,0.1,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
F1,Friel to Station Rd.,Half,10K,912,618,parallel,2.7,5.0,5.8,8.1,3.0,5,5,"1621, 1748, 1817, ... (10 total)","1092, 1097, 1200, ... (10 total)",0.5,0.8,5,5,5,100,0.2,0.0,2,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
H1,Trail/Aberdeen to/from Station Rd,Full,Half,368,912,counterflow,21.65,23.26,19.2,20.85,1.5,5,5,"2650, 2651, 2685, ... (10 total)","1621, 1691, 1748, ... (10 total)",1.4,0.5,5,5,5,100,0.0,0.0,0,1,True,True,True,True,True,0.0,0.05,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
H1,Trail/Aberdeen to/from Station Rd,Full,10K,368,618,counterflow,21.65,23.26,8.1,9.75,1.5,5,5,"2538, 2544, 2562, ... (10 total)","1529, 1534, 1552, ... (10 total)",1.4,0.8,5,5,5,100,0.1,0.0,1,0,True,True,True,True,True,0.0,0.05,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
H1,Trail/Aberdeen to/from Station Rd,Half,10K,912,618,counterflow,19.2,20.85,8.1,9.75,1.5,5,5,"1618, 1620, 1621, ... (10 total)","1606, 1607, 1610, ... (10 total)",0.5,0.8,5,5,5,100,0.0,0.0,0,0,True,True,True,True,True,0.0,0.05,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
I1,Station Rd to Bridge/Mill,Full,Half,368,912,counterflow,23.26,29.01,5.0,10.75,3.0,5,5,"2530, 2532, 2538, ... (10 total)","2521, 2522, 2523, ... (9 total)",1.4,0.5,5,5,5,100,0.0,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
J1,Bridge/Mill to Half Turn (Outbound),Full,Half,368,912,counterflow,29.01,31.64,10.75,13.43,1.5,5,5,"2538, 2562, 2574, ... (10 total)","2321, 2361, 2369, ... (10 total)",1.4,0.5,5,5,5,100,0.0,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
J4,Half Turn to Bridge/Mill,Full,Half,368,912,counterflow,34.34,36.93,13.43,16.02,1.5,5,5,"2538, 2544, 2557, ... (10 total)","2361, 2369, 2378, ... (10 total)",1.4,0.5,5,5,5,100,0.0,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
J5,Half Turn to Bridge/Mill (Slow Half),Full,Half,368,912,counterflow,34.34,36.93,10.75,13.43,1.5,5,5,"2532, 2554, 2562, ... (10 total)","2505, 2507, 2509, ... (10 total)",1.4,0.5,5,5,5,100,0.0,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
K1,Bridge/Mill to Station Rd,Full,Half,368,912,counterflow,37.12,40.57,16.02,19.47,3.0,5,5,"2538, 2562, 2574, ... (10 total)","2287, 2298, 2321, ... (10 total)",1.4,0.5,5,5,5,100,0.1,0.0,1,0,True,True,True,True,True,0.0,0.05,,200.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
L1,Trail/Aberdeen to/from Station Rd,Full,Half,368,912,counterflow,18.65,20.3,19.2,20.85,1.5,5,5,,,1.4,0.5,5,5,5,100,0.0,0.3,0,1,True,True,True,True,True,0.28,0.38,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
L1,Trail/Aberdeen to/from Station Rd,Full,10K,368,618,counterflow,18.65,20.3,8.1,9.75,1.5,5,5,"2538, 2562, 2574, ... (10 total)","1392, 1503, 1518, ... (10 total)",1.4,0.8,5,5,5,100,0.1,0.0,1,0,True,True,True,True,True,0.0,0.05,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
L1,Trail/Aberdeen to/from Station Rd,Half,10K,912,618,counterflow,19.2,20.85,8.1,9.75,1.5,5,5,"1618, 1620, 1621, ... (10 total)","1606, 1607, 1610, ... (10 total)",0.5,0.8,5,5,5,100,0.0,0.0,0,0,True,True,True,True,True,0.0,0.05,,150.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
M1,Trail/Aberdeen to Finish (Full to Loop),Full,Half,368,912,overtake,20.3,20.55,20.85,21.1,3.0,5,5,"2775, 2808, 2812, ... (10 total)","1632, 1641, 1658, ... (10 total)",1.4,0.5,5,5,5,100,0.0,0.0,0,0,True,True,True,True,True,0.0,0.2,,100.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
M1,Trail/Aberdeen to Finish (Full to Loop),Full,10K,368,618,overtake,20.3,20.55,9.75,10.0,3.0,5,5,"2538, 2544, 2557, ... (10 total)","1400, 1401, 1514, ... (10 total)",1.4,0.8,5,5,5,100,0.0,0.0,0,0,True,True,True,True,True,0.0,0.2,,100.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
M1,Trail/Aberdeen to Finish (Full to Loop),Half,10K,912,618,overtake,20.85,21.1,9.75,10.0,3.0,5,5,"1628, 1631, 1632, ... (10 total)","1598, 1602, 1603, ... (10 total)",0.5,0.8,5,5,5,100,0.0,0.0,0,0,True,True,True,True,True,0.0,0.2,,100.0,2025-09-15 07:35:46,v1.6.15,local,"runners.csv, segments.csv","Full:420, 10K:440, Half:460",5.0,100.0
