segment_id,t_start,t_end,density_mean,density_peak,n_bins
J2,2025-10-15 07:14:00+00:00,2025-10-15 07:16:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:16:00+00:00,2025-10-15 07:18:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:18:00+00:00,2025-10-15 07:20:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:20:00+00:00,2025-10-15 07:22:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:22:00+00:00,2025-10-15 07:24:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:24:00+00:00,2025-10-15 07:26:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:26:00+00:00,2025-10-15 07:28:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:28:00+00:00,2025-10-15 07:30:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:30:00+00:00,2025-10-15 07:32:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:32:00+00:00,2025-10-15 07:34:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:34:00+00:00,2025-10-15 07:36:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:36:00+00:00,2025-10-15 07:38:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:38:00+00:00,2025-10-15 07:40:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:40:00+00:00,2025-10-15 07:42:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:42:00+00:00,2025-10-15 07:44:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:44:00+00:00,2025-10-15 07:46:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:46:00+00:00,2025-10-15 07:48:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:48:00+00:00,2025-10-15 07:50:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:50:00+00:00,2025-10-15 07:52:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:52:00+00:00,2025-10-15 07:54:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:54:00+00:00,2025-10-15 07:56:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:56:00+00:00,2025-10-15 07:58:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 07:58:00+00:00,2025-10-15 08:00:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:00:00+00:00,2025-10-15 08:02:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:02:00+00:00,2025-10-15 08:04:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:04:00+00:00,2025-10-15 08:06:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:06:00+00:00,2025-10-15 08:08:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:08:00+00:00,2025-10-15 08:10:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:10:00+00:00,2025-10-15 08:12:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:12:00+00:00,2025-10-15 08:14:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:14:00+00:00,2025-10-15 08:16:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:16:00+00:00,2025-10-15 08:18:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:18:00+00:00,2025-10-15 08:20:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:20:00+00:00,2025-10-15 08:22:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:22:00+00:00,2025-10-15 08:24:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:24:00+00:00,2025-10-15 08:26:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:26:00+00:00,2025-10-15 08:28:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:28:00+00:00,2025-10-15 08:30:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:30:00+00:00,2025-10-15 08:32:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:32:00+00:00,2025-10-15 08:34:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:34:00+00:00,2025-10-15 08:36:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:36:00+00:00,2025-10-15 08:38:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:38:00+00:00,2025-10-15 08:40:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:40:00+00:00,2025-10-15 08:42:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:42:00+00:00,2025-10-15 08:44:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:44:00+00:00,2025-10-15 08:46:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:46:00+00:00,2025-10-15 08:48:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:48:00+00:00,2025-10-15 08:50:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:50:00+00:00,2025-10-15 08:52:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:52:00+00:00,2025-10-15 08:54:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:54:00+00:00,2025-10-15 08:56:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:56:00+00:00,2025-10-15 08:58:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 08:58:00+00:00,2025-10-15 09:00:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 09:00:00+00:00,2025-10-15 09:02:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 09:02:00+00:00,2025-10-15 09:04:00+00:00,0.0000,0.0000,5.0000
J2,2025-10-15 09:04:00+00:00,2025-10-15 09:06:00+00:00,0.0004,0.0010,5.0000
J2,2025-10-15 09:06:00+00:00,2025-10-15 09:08:00+00:00,0.0020,0.0040,5.0000
J2,2025-10-15 09:08:00+00:00,2025-10-15 09:10:00+00:00,0.0050,0.0070,5.0000
J2,2025-10-15 09:10:00+00:00,2025-10-15 09:12:00+00:00,0.0066,0.0130,5.0000
J2,2025-10-15 09:12:00+00:00,2025-10-15 09:14:00+00:00,0.0062,0.0190,5.0000
J2,2025-10-15 09:14:00+00:00,2025-10-15 09:16:00+00:00,0.0054,0.0130,5.0000
J2,2025-10-15 09:16:00+00:00,2025-10-15 09:18:00+00:00,0.0064,0.0110,5.0000
J2,2025-10-15 09:18:00+00:00,2025-10-15 09:20:00+00:00,0.0058,0.0160,5.0000
J2,2025-10-15 09:20:00+00:00,2025-10-15 09:22:00+00:00,0.0056,0.0160,5.0000
J2,2025-10-15 09:22:00+00:00,2025-10-15 09:24:00+00:00,0.0056,0.0090,5.0000
J2,2025-10-15 09:24:00+00:00,2025-10-15 09:26:00+00:00,0.0060,0.0090,5.0000
J2,2025-10-15 09:26:00+00:00,2025-10-15 09:28:00+00:00,0.0058,0.0170,5.0000
J2,2025-10-15 09:28:00+00:00,2025-10-15 09:30:00+00:00,0.0086,0.0150,5.0000
J2,2025-10-15 09:30:00+00:00,2025-10-15 09:32:00+00:00,0.0100,0.0120,5.0000
J2,2025-10-15 09:32:00+00:00,2025-10-15 09:34:00+00:00,0.0136,0.0260,5.0000
J2,2025-10-15 09:34:00+00:00,2025-10-15 09:36:00+00:00,0.0160,0.0320,5.0000
J2,2025-10-15 09:36:00+00:00,2025-10-15 09:38:00+00:00,0.0156,0.0380,5.0000
J2,2025-10-15 09:38:00+00:00,2025-10-15 09:40:00+00:00,0.0168,0.0380,5.0000
J3,2025-10-15 07:00:00+00:00,2025-10-15 07:02:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:02:00+00:00,2025-10-15 07:04:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:04:00+00:00,2025-10-15 07:06:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:06:00+00:00,2025-10-15 07:08:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:08:00+00:00,2025-10-15 07:10:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:10:00+00:00,2025-10-15 07:12:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:12:00+00:00,2025-10-15 07:14:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:14:00+00:00,2025-10-15 07:16:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:16:00+00:00,2025-10-15 07:18:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:18:00+00:00,2025-10-15 07:20:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:20:00+00:00,2025-10-15 07:22:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:22:00+00:00,2025-10-15 07:24:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:24:00+00:00,2025-10-15 07:26:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:26:00+00:00,2025-10-15 07:28:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:28:00+00:00,2025-10-15 07:30:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:30:00+00:00,2025-10-15 07:32:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:32:00+00:00,2025-10-15 07:34:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:34:00+00:00,2025-10-15 07:36:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:36:00+00:00,2025-10-15 07:38:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:38:00+00:00,2025-10-15 07:40:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:40:00+00:00,2025-10-15 07:42:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:42:00+00:00,2025-10-15 07:44:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:44:00+00:00,2025-10-15 07:46:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:46:00+00:00,2025-10-15 07:48:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:48:00+00:00,2025-10-15 07:50:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:50:00+00:00,2025-10-15 07:52:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:52:00+00:00,2025-10-15 07:54:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:54:00+00:00,2025-10-15 07:56:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:56:00+00:00,2025-10-15 07:58:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 07:58:00+00:00,2025-10-15 08:00:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:00:00+00:00,2025-10-15 08:02:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:02:00+00:00,2025-10-15 08:04:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:04:00+00:00,2025-10-15 08:06:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:06:00+00:00,2025-10-15 08:08:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:08:00+00:00,2025-10-15 08:10:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:10:00+00:00,2025-10-15 08:12:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:12:00+00:00,2025-10-15 08:14:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:14:00+00:00,2025-10-15 08:16:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:16:00+00:00,2025-10-15 08:18:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:18:00+00:00,2025-10-15 08:20:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:20:00+00:00,2025-10-15 08:22:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:22:00+00:00,2025-10-15 08:24:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:24:00+00:00,2025-10-15 08:26:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:26:00+00:00,2025-10-15 08:28:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:28:00+00:00,2025-10-15 08:30:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:30:00+00:00,2025-10-15 08:32:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:32:00+00:00,2025-10-15 08:34:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:34:00+00:00,2025-10-15 08:36:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:36:00+00:00,2025-10-15 08:38:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:38:00+00:00,2025-10-15 08:40:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:40:00+00:00,2025-10-15 08:42:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:42:00+00:00,2025-10-15 08:44:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:44:00+00:00,2025-10-15 08:46:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:46:00+00:00,2025-10-15 08:48:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:48:00+00:00,2025-10-15 08:50:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:50:00+00:00,2025-10-15 08:52:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:52:00+00:00,2025-10-15 08:54:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:54:00+00:00,2025-10-15 08:56:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:56:00+00:00,2025-10-15 08:58:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 08:58:00+00:00,2025-10-15 09:00:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:00:00+00:00,2025-10-15 09:02:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:02:00+00:00,2025-10-15 09:04:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:04:00+00:00,2025-10-15 09:06:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:06:00+00:00,2025-10-15 09:08:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:08:00+00:00,2025-10-15 09:10:00+00:00,0.0000,0.0000,5.0000
J3,2025-10-15 09:10:00+00:00,2025-10-15 09:12:00+00:00,0.0006,0.0020,5.0000
J3,2025-10-15 09:12:00+00:00,2025-10-15 09:14:00+00:00,0.0022,0.0050,5.0000
J3,2025-10-15 09:14:00+00:00,2025-10-15 09:16:00+00:00,0.0048,0.0070,5.0000
J3,2025-10-15 09:16:00+00:00,2025-10-15 09:18:00+00:00,0.0058,0.0100,5.0000
J3,2025-10-15 09:18:00+00:00,2025-10-15 09:20:00+00:00,0.0050,0.0130,5.0000
J3,2025-10-15 09:20:00+00:00,2025-10-15 09:22:00+00:00,0.0042,0.0070,5.0000
J3,2025-10-15 09:22:00+00:00,2025-10-15 09:24:00+00:00,0.0054,0.0070,5.0000
J3,2025-10-15 09:24:00+00:00,2025-10-15 09:26:00+00:00,0.0050,0.0120,5.0000
J3,2025-10-15 09:26:00+00:00,2025-10-15 09:28:00+00:00,0.0038,0.0100,5.0000
J3,2025-10-15 09:28:00+00:00,2025-10-15 09:30:00+00:00,0.0036,0.0040,5.0000
J3,2025-10-15 09:30:00+00:00,2025-10-15 09:32:00+00:00,0.0056,0.0080,5.0000
J3,2025-10-15 09:32:00+00:00,2025-10-15 09:34:00+00:00,0.0048,0.0120,5.0000
J3,2025-10-15 09:34:00+00:00,2025-10-15 09:36:00+00:00,0.0050,0.0100,5.0000
J3,2025-10-15 09:36:00+00:00,2025-10-15 09:38:00+00:00,0.0074,0.0110,5.0000
J3,2025-10-15 09:38:00+00:00,2025-10-15 09:40:00+00:00,0.0112,0.0160,5.0000
J4,2025-10-15 07:00:00+00:00,2025-10-15 07:02:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:02:00+00:00,2025-10-15 07:04:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:04:00+00:00,2025-10-15 07:06:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:06:00+00:00,2025-10-15 07:08:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:08:00+00:00,2025-10-15 07:10:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:10:00+00:00,2025-10-15 07:12:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:12:00+00:00,2025-10-15 07:14:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:14:00+00:00,2025-10-15 07:16:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:16:00+00:00,2025-10-15 07:18:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:18:00+00:00,2025-10-15 07:20:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:20:00+00:00,2025-10-15 07:22:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:22:00+00:00,2025-10-15 07:24:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:24:00+00:00,2025-10-15 07:26:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:26:00+00:00,2025-10-15 07:28:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:28:00+00:00,2025-10-15 07:30:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:30:00+00:00,2025-10-15 07:32:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:32:00+00:00,2025-10-15 07:34:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:34:00+00:00,2025-10-15 07:36:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:36:00+00:00,2025-10-15 07:38:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:38:00+00:00,2025-10-15 07:40:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:40:00+00:00,2025-10-15 07:42:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:42:00+00:00,2025-10-15 07:44:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:44:00+00:00,2025-10-15 07:46:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:46:00+00:00,2025-10-15 07:48:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:48:00+00:00,2025-10-15 07:50:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:50:00+00:00,2025-10-15 07:52:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:52:00+00:00,2025-10-15 07:54:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:54:00+00:00,2025-10-15 07:56:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:56:00+00:00,2025-10-15 07:58:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 07:58:00+00:00,2025-10-15 08:00:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:00:00+00:00,2025-10-15 08:02:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:02:00+00:00,2025-10-15 08:04:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:04:00+00:00,2025-10-15 08:06:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:06:00+00:00,2025-10-15 08:08:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:08:00+00:00,2025-10-15 08:10:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:10:00+00:00,2025-10-15 08:12:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:12:00+00:00,2025-10-15 08:14:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:14:00+00:00,2025-10-15 08:16:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:16:00+00:00,2025-10-15 08:18:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:18:00+00:00,2025-10-15 08:20:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:20:00+00:00,2025-10-15 08:22:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:22:00+00:00,2025-10-15 08:24:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:24:00+00:00,2025-10-15 08:26:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:26:00+00:00,2025-10-15 08:28:00+00:00,0.0000,0.0000,5.0000
J4,2025-10-15 08:28:00+00:00,2025-10-15 08:30:00+00:00,0.0004,0.0010,5.0000
J4,2025-10-15 08:30:00+00:00,2025-10-15 08:32:00+00:00,0.0014,0.0030,5.0000
J4,2025-10-15 08:32:00+00:00,2025-10-15 08:34:00+00:00,0.0038,0.0070,5.0000
J4,2025-10-15 08:34:00+00:00,2025-10-15 08:36:00+00:00,0.0082,0.0120,5.0000
J4,2025-10-15 08:36:00+00:00,2025-10-15 08:38:00+00:00,0.0150,0.0250,5.0000
J4,2025-10-15 08:38:00+00:00,2025-10-15 08:40:00+00:00,0.0198,0.0520,5.0000
J4,2025-10-15 08:40:00+00:00,2025-10-15 08:42:00+00:00,0.0282,0.0750,5.0000
J4,2025-10-15 08:42:00+00:00,2025-10-15 08:44:00+00:00,0.0354,0.0940,5.0000
J4,2025-10-15 08:44:00+00:00,2025-10-15 08:46:00+00:00,0.0468,0.1240,5.0000
J4,2025-10-15 08:46:00+00:00,2025-10-15 08:48:00+00:00,0.0568,0.1370,5.0000
J4,2025-10-15 08:48:00+00:00,2025-10-15 08:50:00+00:00,0.0652,0.1880,5.0000
J4,2025-10-15 08:50:00+00:00,2025-10-15 08:52:00+00:00,0.0758,0.2370,5.0000
J4,2025-10-15 08:52:00+00:00,2025-10-15 08:54:00+00:00,0.0896,0.2500,5.0000
J4,2025-10-15 08:54:00+00:00,2025-10-15 08:56:00+00:00,0.1026,0.2920,5.0000
J4,2025-10-15 08:56:00+00:00,2025-10-15 08:58:00+00:00,0.1138,0.3330,5.0000
J4,2025-10-15 08:58:00+00:00,2025-10-15 09:00:00+00:00,0.1254,0.3690,5.0000
J4,2025-10-15 09:00:00+00:00,2025-10-15 09:02:00+00:00,0.1288,0.4220,5.0000
J4,2025-10-15 09:02:00+00:00,2025-10-15 09:04:00+00:00,0.1318,0.4670,5.0000
J4,2025-10-15 09:04:00+00:00,2025-10-15 09:06:00+00:00,0.1332,0.4810,5.0000
J4,2025-10-15 09:06:00+00:00,2025-10-15 09:08:00+00:00,0.1310,0.4530,5.0000
J4,2025-10-15 09:08:00+00:00,2025-10-15 09:10:00+00:00,0.1282,0.4470,5.0000
J4,2025-10-15 09:10:00+00:00,2025-10-15 09:12:00+00:00,0.1190,0.4260,5.0000
J4,2025-10-15 09:12:00+00:00,2025-10-15 09:14:00+00:00,0.1080,0.4080,5.0000
J4,2025-10-15 09:14:00+00:00,2025-10-15 09:16:00+00:00,0.0998,0.3760,5.0000
J4,2025-10-15 09:16:00+00:00,2025-10-15 09:18:00+00:00,0.1022,0.3680,5.0000
J4,2025-10-15 09:18:00+00:00,2025-10-15 09:20:00+00:00,0.1002,0.3470,5.0000
J4,2025-10-15 09:20:00+00:00,2025-10-15 09:22:00+00:00,0.0928,0.3260,5.0000
J4,2025-10-15 09:22:00+00:00,2025-10-15 09:24:00+00:00,0.0870,0.3250,5.0000
J4,2025-10-15 09:24:00+00:00,2025-10-15 09:26:00+00:00,0.0800,0.3070,5.0000
J4,2025-10-15 09:26:00+00:00,2025-10-15 09:28:00+00:00,0.0754,0.2840,5.0000
J4,2025-10-15 09:28:00+00:00,2025-10-15 09:30:00+00:00,0.0706,0.2840,5.0000
J4,2025-10-15 09:30:00+00:00,2025-10-15 09:32:00+00:00,0.0642,0.2570,5.0000
J4,2025-10-15 09:32:00+00:00,2025-10-15 09:34:00+00:00,0.0618,0.2410,5.0000
J4,2025-10-15 09:34:00+00:00,2025-10-15 09:36:00+00:00,0.0558,0.1970,5.0000
J4,2025-10-15 09:36:00+00:00,2025-10-15 09:38:00+00:00,0.0506,0.1680,5.0000
J4,2025-10-15 09:38:00+00:00,2025-10-15 09:40:00+00:00,0.0460,0.1650,5.0000
J5,2025-10-15 07:00:00+00:00,2025-10-15 07:02:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:02:00+00:00,2025-10-15 07:04:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:04:00+00:00,2025-10-15 07:06:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:06:00+00:00,2025-10-15 07:08:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:08:00+00:00,2025-10-15 07:10:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:10:00+00:00,2025-10-15 07:12:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:12:00+00:00,2025-10-15 07:14:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:14:00+00:00,2025-10-15 07:16:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:16:00+00:00,2025-10-15 07:18:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:18:00+00:00,2025-10-15 07:20:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:20:00+00:00,2025-10-15 07:22:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:22:00+00:00,2025-10-15 07:24:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:24:00+00:00,2025-10-15 07:26:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:26:00+00:00,2025-10-15 07:28:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:28:00+00:00,2025-10-15 07:30:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:30:00+00:00,2025-10-15 07:32:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:32:00+00:00,2025-10-15 07:34:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:34:00+00:00,2025-10-15 07:36:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:36:00+00:00,2025-10-15 07:38:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:38:00+00:00,2025-10-15 07:40:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:40:00+00:00,2025-10-15 07:42:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:42:00+00:00,2025-10-15 07:44:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:44:00+00:00,2025-10-15 07:46:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:46:00+00:00,2025-10-15 07:48:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:48:00+00:00,2025-10-15 07:50:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:50:00+00:00,2025-10-15 07:52:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:52:00+00:00,2025-10-15 07:54:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:54:00+00:00,2025-10-15 07:56:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:56:00+00:00,2025-10-15 07:58:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 07:58:00+00:00,2025-10-15 08:00:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 08:00:00+00:00,2025-10-15 08:02:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 08:02:00+00:00,2025-10-15 08:04:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 08:04:00+00:00,2025-10-15 08:06:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 08:06:00+00:00,2025-10-15 08:08:00+00:00,0.0000,0.0000,5.0000
J5,2025-10-15 08:08:00+00:00,2025-10-15 08:10:00+00:00,0.0000,0.0000,5.0000
