event,runner_id,pace,distance
Half,1913,5.366666667,21.1
Half,1914,5.35,21.1
Half,1915,5.35,21.1
Half,1916,5.366666667,21.1
Half,1917,5.366666667,21.1
Half,1918,5.383333333,21.1
Half,1919,5.366666667,21.1
Half,1920,5.366666667,21.1
Half,1921,5.383333333,21.1
Half,1922,5.366666667,21.1
Half,1923,5.383333333,21.1
Half,1924,5.333333333,21.1
Half,1925,5.383333333,21.1
Half,1926,5.4,21.1
Half,1927,5.4,21.1
Half,1928,5.416666667,21.1
Half,1929,5.4,21.1
Half,1930,5.4,21.1
Half,1931,5.4,21.1
Half,1932,5.433333333,21.1
Half,1933,5.416666667,21.1
Half,1934,5.416666667,21.1
Half,1935,5.433333333,21.1
Half,1936,5.433333333,21.1
Half,1937,5.416666667,21.1
Half,1938,5.433333333,21.1
Half,1939,5.433333333,21.1
Half,1940,5.433333333,21.1
Half,1941,5.433333333,21.1
Half,1942,5.433333333,21.1
Half,1943,5.45,21.1
Half,1944,5.45,21.1
Half,1945,5.466666667,21.1
Half,1946,5.433333333,21.1
Half,1947,5.466666667,21.1
Half,1948,5.416666667,21.1
Half,1949,5.45,21.1
Half,1950,5.483333333,21.1
Half,1951,5.483333333,21.1
Half,1952,5.466666667,21.1
Half,1953,5.5,21.1
Half,1954,5.483333333,21.1
Half,1955,5.483333333,21.1
Half,1956,5.5,21.1
Half,1957,5.483333333,21.1
Half,1958,5.5,21.1
Half,1959,5.516666667,21.1
Half,1960,5.483333333,21.1
Half,1961,5.533333333,21.1
Half,1962,5.533333333,21.1
Half,1963,5.533333333,21.1
Half,1964,5.516666667,21.1
Half,1965,5.533333333,21.1
Half,1966,5.533333333,21.1
Half,1967,5.516666667,21.1
Half,1968,5.516666667,21.1
Half,1969,5.533333333,21.1
Half,1970,5.533333333,21.1
Half,1971,5.533333333,21.1
Half,1972,5.533333333,21.1
Half,1973,5.516666667,21.1
Half,1974,5.55,21.1
Half,1975,5.516666667,21.1
Half,1976,5.55,21.1
Half,1977,5.55,21.1
Half,1978,5.533333333,21.1
Half,1979,5.516666667,21.1
Half,1980,5.5,21.1
Half,1981,5.533333333,21.1
Half,1982,5.55,21.1
Half,1983,5.533333333,21.1
Half,1984,5.533333333,21.1
Half,1985,5.5,21.1
Half,1986,5.55,21.1
Half,1987,5.55,21.1
Half,1988,5.566666667,21.1
Half,1989,5.55,21.1
Half,1990,5.55,21.1
Half,1991,5.55,21.1
Half,1992,5.55,21.1
Half,1993,5.55,21.1
Half,1994,5.55,21.1
Half,1995,5.566666667,21.1
Half,1996,5.55,21.1
Half,1997,5.583333333,21.1
Half,1998,5.566666667,21.1
Half,1999,5.6,21.1
Half,2000,5.583333333,21.1
Half,2001,5.583333333,21.1
Half,2002,5.583333333,21.1
Half,2003,5.583333333,21.1
Half,2004,5.583333333,21.1
Half,2005,5.633333333,21.1
Half,2006,5.616666667,21.1
Half,2007,5.6,21.1
Half,2008,5.6,21.1
Half,2009,5.6,21.1
Half,2010,5.6,21.1
Half,2011,5.65,21.1
Half,2012,5.65,21.1
Half,2013,5.616666667,21.1
Half,2014,5.633333333,21.1
Half,2015,5.633333333,21.1
Half,2016,5.6,21.1
Half,2017,5.65,21.1
Half,2018,5.616666667,21.1
Half,2019,5.633333333,21.1
Half,2020,5.6,21.1
Half,2021,5.65,21.1
Half,2022,5.65,21.1
Half,2023,5.65,21.1
Half,2024,5.666666667,21.1
Half,2025,5.65,21.1
Half,2026,5.666666667,21.1
Half,2027,5.616666667,21.1
Half,2028,5.65,21.1
Half,2029,5.666666667,21.1
Half,2030,5.65,21.1
Half,2031,5.683333333,21.1
Half,2032,5.666666667,21.1
Half,2033,5.666666667,21.1
Half,2034,5.683333333,21.1
Half,2035,5.666666667,21.1
Half,2036,5.683333333,21.1
Half,2037,5.683333333,21.1
Half,2038,5.7,21.1
Half,2039,5.683333333,21.1
Half,2040,5.683333333,21.1
Half,2041,5.683333333,21.1
Half,2042,5.683333333,21.1
Half,2043,5.716666667,21.1
Half,2044,5.683333333,21.1
Half,2045,5.716666667,21.1
Half,2046,5.7,21.1
Half,2047,5.716666667,21.1
Half,2048,5.7,21.1
Half,2049,5.7,21.1
Half,2050,5.716666667,21.1
Half,2051,5.7,21.1
Half,2052,5.733333333,21.1
Half,2053,5.733333333,21.1
Half,2054,5.733333333,21.1
Half,2055,5.716666667,21.1
Half,2056,5.716666667,21.1
Half,2057,5.716666667,21.1
Half,2058,5.733333333,21.1
Half,2059,5.733333333,21.1
Half,2060,5.766666667,21.1
Half,2061,5.733333333,21.1
Half,2062,5.716666667,21.1
Half,2063,5.716666667,21.1
Half,2064,5.766666667,21.1
Half,2065,5.783333333,21.1
Half,2066,5.75,21.1
Half,2067,5.75,21.1
Half,2068,5.75,21.1
Half,2069,5.75,21.1
Half,2070,5.75,21.1
Half,2071,5.766666667,21.1
Half,2072,5.733333333,21.1
Half,2073,5.733333333,21.1
Half,2074,5.733333333,21.1
Half,2075,5.766666667,21.1
Half,2076,5.8,21.1
Half,2077,5.766666667,21.1
Half,2078,5.766666667,21.1
Half,2079,5.783333333,21.1
Half,2080,5.75,21.1
Half,2081,5.8,21.1
Half,2082,5.816666667,21.1
Half,2083,5.816666667,21.1
Half,2084,5.766666667,21.1
Half,2085,5.8,21.1
Half,2086,5.8,21.1
Half,2087,5.816666667,21.1
Half,2088,5.833333333,21.1
Half,2089,5.816666667,21.1
Half,2090,5.8,21.1
Half,2091,5.816666667,21.1
Half,2092,5.8,21.1
Half,2093,5.816666667,21.1
Half,2094,5.783333333,21.1
Half,2095,5.85,21.1
Half,2096,5.833333333,21.1
Half,2097,5.783333333,21.1
Half,2098,5.866666667,21.1
Half,2099,5.85,21.1
Half,2100,5.816666667,21.1
Half,2101,5.783333333,21.1
Half,2102,5.85,21.1
Half,2103,5.85,21.1
Half,2104,5.8,21.1
Half,2105,5.866666667,21.1
Half,2106,5.866666667,21.1
Half,2107,5.833333333,21.1
Half,2108,5.866666667,21.1
Half,2109,5.85,21.1
Half,2110,5.9,21.1
Half,2111,5.883333333,21.1
Half,2112,5.866666667,21.1
Half,2113,5.883333333,21.1
Half,2114,5.85,21.1
Half,2115,5.883333333,21.1
Half,2116,5.916666667,21.1
Half,2117,5.916666667,21.1
Half,2118,5.933333333,21.1
Half,2119,5.916666667,21.1
Half,2120,5.966666667,21.1
Half,2121,5.933333333,21.1
Half,2122,5.933333333,21.1
Half,2123,5.933333333,21.1
Half,2124,5.9,21.1
Half,2125,5.95,21.1
Half,2126,6.0,21.1
Half,2127,5.966666667,21.1
Half,2128,5.966666667,21.1
Half,2129,5.933333333,21.1
Half,2130,5.95,21.1
Half,2131,5.983333333,21.1
Half,2132,6.0,21.1
Half,2133,5.983333333,21.1
Half,2134,5.95,21.1
Half,2135,5.983333333,21.1
Half,2136,6.0,21.1
Half,2137,6.0,21.1
Half,2138,6.0,21.1
Half,2139,6.0,21.1
Half,2140,6.016666667,21.1
Half,2141,6.033333333,21.1
Half,2142,6.033333333,21.1
Half,2143,6.033333333,21.1
Half,2144,6.05,21.1
Half,2145,6.016666667,21.1
Half,2146,6.05,21.1
Half,2147,6.05,21.1
Half,2148,6.033333333,21.1
Half,2149,6.033333333,21.1
Half,2150,6.016666667,21.1
Half,2151,6.033333333,21.1
Half,2152,6.05,21.1
Half,2153,6.05,21.1
Half,2154,6.05,21.1
Half,2155,6.066666667,21.1
Half,2156,6.05,21.1
Half,2157,6.066666667,21.1
Half,2158,6.066666667,21.1
Half,2159,6.083333333,21.1
Half,2160,6.066666667,21.1
Half,2161,6.1,21.1
Half,2162,6.083333333,21.1
Half,2163,6.066666667,21.1
Half,2164,6.116666667,21.1
Half,2165,6.116666667,21.1
Half,2166,6.116666667,21.1
Half,2167,6.133333333,21.1
Half,2168,6.133333333,21.1
Half,2169,6.133333333,21.1
Half,2170,6.133333333,21.1
Half,2171,6.133333333,21.1
Half,2172,6.116666667,21.1
Half,2173,6.15,21.1
Half,2174,6.166666667,21.1
Half,2175,6.116666667,21.1
Half,2176,6.15,21.1
Half,2177,6.15,21.1
Half,2178,6.116666667,21.1
Half,2179,6.15,21.1
Half,2180,6.183333333,21.1
Half,2181,6.183333333,21.1
Half,2182,6.166666667,21.1
Half,2183,6.15,21.1
Half,2184,6.183333333,21.1
Half,2185,6.183333333,21.1
Half,2186,6.183333333,21.1
Half,2187,6.166666667,21.1
Half,2188,6.15,21.1
Half,2189,6.183333333,21.1
Half,2190,6.15,21.1
Half,2191,6.15,21.1
Half,2192,6.183333333,21.1
Half,2193,6.2,21.1
Half,2194,6.2,21.1
Half,2195,6.15,21.1
Half,2196,6.166666667,21.1
Half,2197,6.183333333,21.1
Half,2198,6.2,21.1
Half,2199,6.233333333,21.1
Half,2200,6.216666667,21.1
Half,2201,6.2,21.1
Half,2202,6.25,21.1
Half,2203,6.216666667,21.1
Half,2204,6.216666667,21.1
Half,2205,6.216666667,21.1
Half,2206,6.233333333,21.1
Half,2207,6.2,21.1
Half,2208,6.216666667,21.1
Half,2209,6.233333333,21.1
Half,2210,6.233333333,21.1
Half,2211,6.25,21.1
Half,2212,6.266666667,21.1
Half,2213,6.266666667,21.1
Half,2214,6.316666667,21.1
Half,2215,6.3,21.1
Half,2216,6.3,21.1
Half,2217,6.3,21.1
Half,2218,6.3,21.1
Half,2219,6.283333333,21.1
Half,2220,6.283333333,21.1
Half,2221,6.25,21.1
Half,2222,6.3,21.1
Half,2223,6.316666667,21.1
Half,2224,6.3,21.1
Half,2225,6.3,21.1
Half,2226,6.283333333,21.1
Half,2227,6.316666667,21.1
Half,2228,6.316666667,21.1
Half,2229,6.316666667,21.1
Half,2230,6.283333333,21.1
Half,2231,6.3,21.1
Half,2232,6.3,21.1
Half,2233,6.316666667,21.1
Half,2234,6.316666667,21.1
Half,2235,6.3,21.1
Half,2236,6.3,21.1
Half,2237,6.3,21.1
Half,2238,6.333333333,21.1
Half,2239,6.333333333,21.1
Half,2240,6.35,21.1
Half,2241,6.35,21.1
Half,2242,6.333333333,21.1
Half,2243,6.333333333,21.1
Half,2244,6.383333333,21.1
Half,2245,6.333333333,21.1
Half,2246,6.383333333,21.1
Half,2247,6.366666667,21.1
Half,2248,6.333333333,21.1
Half,2249,6.366666667,21.1
Half,2250,6.366666667,21.1
Half,2251,6.35,21.1
Half,2252,6.35,21.1
Half,2253,6.383333333,21.1
Half,2254,6.383333333,21.1
Half,2255,6.366666667,21.1
Half,2256,6.383333333,21.1
Half,2257,6.383333333,21.1
Half,2258,6.416666667,21.1
Half,2259,6.4,21.1
Half,2260,6.4,21.1
Half,2261,6.416666667,21.1
Half,2262,6.45,21.1
Half,2263,6.433333333,21.1
Half,2264,6.433333333,21.1
Half,2265,6.433333333,21.1
Half,2266,6.433333333,21.1
Half,2267,6.45,21.1
Half,2268,6.45,21.1
Half,2269,6.416666667,21.1
Half,2270,6.45,21.1
Half,2271,6.45,21.1
Half,2272,6.45,21.1
Half,2273,6.5,21.1
Half,2274,6.45,21.1
Half,2275,6.5,21.1
Half,2276,6.483333333,21.1
Half,2277,6.516666667,21.1
Half,2278,6.483333333,21.1
Half,2279,6.483333333,21.1
Half,2280,6.483333333,21.1
Half,2281,6.483333333,21.1
Half,2282,6.516666667,21.1
Half,2283,6.5,21.1
Half,2284,6.516666667,21.1
Half,2285,6.516666667,21.1
Half,2286,6.516666667,21.1
Half,2287,6.533333333,21.1
Half,2288,6.516666667,21.1
Half,2289,6.566666667,21.1
Half,2290,6.5,21.1
Half,2291,6.566666667,21.1
Half,2292,6.566666667,21.1
Half,2293,6.566666667,21.1
Half,2294,6.566666667,21.1
Half,2295,6.566666667,21.1
Half,2296,6.583333333,21.1
Half,2297,6.583333333,21.1
Half,2298,6.6,21.1
Half,2299,6.566666667,21.1
Half,2300,6.633333333,21.1
Half,2301,6.633333333,21.1
Half,2302,6.6,21.1
Half,2303,6.6,21.1
Half,2304,6.6,21.1
Half,2305,6.616666667,21.1
Half,2306,6.616666667,21.1
Half,2307,6.633333333,21.1
Half,2308,6.633333333,21.1
Half,2309,6.683333333,21.1
Half,2310,6.65,21.1
Half,2311,6.683333333,21.1
Half,2312,6.683333333,21.1
Half,2313,6.683333333,21.1
Half,2314,6.683333333,21.1
Half,2315,6.7,21.1
Half,2316,6.716666667,21.1
Half,2317,6.783333333,21.1
Half,2318,6.7,21.1
Half,2319,6.75,21.1
Half,2320,6.733333333,21.1
Half,2321,6.716666667,21.1
Half,2322,6.766666667,21.1
Half,2323,6.766666667,21.1
Half,2324,6.816666667,21.1
Half,2325,6.816666667,21.1
Half,2326,6.75,21.1
Half,2327,6.766666667,21.1
Half,2328,6.8,21.1
Half,2329,6.8,21.1
Half,2330,6.783333333,21.1
Half,2331,6.8,21.1
Half,2332,6.816666667,21.1
Half,2333,6.8,21.1
Half,2334,6.8,21.1
Half,2335,6.816666667,21.1
Half,2336,6.816666667,21.1
Half,2337,6.833333333,21.1
Half,2338,6.866666667,21.1
Half,2339,6.85,21.1
Half,2340,6.85,21.1
Half,2341,6.866666667,21.1
Half,2342,6.866666667,21.1
Half,2343,6.866666667,21.1
Half,2344,6.866666667,21.1
Half,2345,6.916666667,21.1
Half,2346,6.916666667,21.1
Half,2347,6.933333333,21.1
Half,2348,6.916666667,21.1
Half,2349,6.916666667,21.1
Half,2350,6.933333333,21.1
Half,2351,6.916666667,21.1
Half,2352,6.933333333,21.1
Half,2353,6.933333333,21.1
Half,2354,6.95,21.1
Half,2355,6.983333333,21.1
Half,2356,6.983333333,21.1
Half,2357,6.983333333,21.1
Half,2358,6.983333333,21.1
Half,2359,6.983333333,21.1
Half,2360,6.966666667,21.1
Half,2361,6.983333333,21.1
Half,2362,6.983333333,21.1
Half,2363,7.0,21.1
Half,2364,7.0,21.1
Half,2365,7.0,21.1
Half,2366,7.0,21.1
Half,2367,7.0,21.1
Half,2368,7.0,21.1
Half,2369,7.016666667,21.1
Half,2370,7.0,21.1
Half,2371,7.016666667,21.1
Half,2372,7.033333333,21.1
Half,2373,7.033333333,21.1
Half,2374,7.0,21.1
Half,2375,7.016666667,21.1
Half,2376,7.05,21.1
Half,2377,7.05,21.1
Half,2378,7.083333333,21.1
Half,2379,7.066666667,21.1
Half,2380,7.083333333,21.1
Half,2381,7.083333333,21.1
Half,2382,7.066666667,21.1
Half,2383,7.083333333,21.1
Half,2384,7.1,21.1
Half,2385,7.083333333,21.1
Half,2386,7.1,21.1
Half,2387,7.1,21.1
Half,2388,7.133333333,21.1
Half,2389,7.1,21.1
Half,2390,7.1,21.1
Half,2391,7.116666667,21.1
Half,2392,7.116666667,21.1
Half,2393,7.116666667,21.1
Half,2394,7.133333333,21.1
Half,2395,7.183333333,21.1
Half,2396,7.183333333,21.1
Half,2397,7.183333333,21.1
Half,2398,7.15,21.1
Half,2399,7.166666667,21.1
Half,2400,7.2,21.1
Half,2401,7.2,21.1
Half,2402,7.216666667,21.1
Half,2403,7.2,21.1
Half,2404,7.266666667,21.1
Half,2405,7.266666667,21.1
Half,2406,7.283333333,21.1
Half,2407,7.266666667,21.1
Half,2408,7.283333333,21.1
Half,2409,7.3,21.1
Half,2410,7.35,21.1
Half,2411,7.316666667,21.1
Half,2412,7.333333333,21.1
Half,2413,7.316666667,21.1
Half,2414,7.316666667,21.1
Half,2415,7.383333333,21.1
Half,2416,7.35,21.1
Half,2417,7.35,21.1
Half,2418,7.366666667,21.1
Half,2419,7.366666667,21.1
Half,2420,7.366666667,21.1
Half,2421,7.366666667,21.1
Half,2422,7.4,21.1
Half,2423,7.4,21.1
Half,2424,7.4,21.1
Half,2425,7.433333333,21.1
Half,2426,7.433333333,21.1
Half,2427,7.416666667,21.1
Half,2428,7.416666667,21.1
Half,2429,7.416666667,21.1
Half,2430,7.466666667,21.1
Half,2431,7.466666667,21.1
Half,2432,7.466666667,21.1
Half,2433,7.45,21.1
Half,2434,7.466666667,21.1
Half,2435,7.483333333,21.1
Half,2436,7.5,21.1
Half,2437,7.516666667,21.1
Half,2438,7.5,21.1
Half,2439,7.516666667,21.1
Half,2440,7.533333333,21.1
Half,2441,7.533333333,21.1
Half,2442,7.55,21.1
Half,2443,7.533333333,21.1
Half,2444,7.55,21.1
Half,2445,7.6,21.1
Half,2446,7.666666667,21.1
Half,2447,7.7,21.1
Half,2448,7.716666667,21.1
Half,2449,7.716666667,21.1
Half,2450,7.733333333,21.1
Half,2451,7.733333333,21.1
Half,2452,7.733333333,21.1
Half,2453,7.766666667,21.1
Half,2454,7.766666667,21.1
Half,2455,7.766666667,21.1
Half,2456,7.766666667,21.1
Half,2457,7.8,21.1
Half,2458,7.8,21.1
Half,2459,7.8,21.1
Half,2460,7.8,21.1
Half,2461,7.866666667,21.1
Half,2462,7.866666667,21.1
Half,2463,7.866666667,21.1
Half,2464,7.933333333,21.1
Half,2465,7.933333333,21.1
Half,2466,7.966666667,21.1
Half,2467,8.0,21.1
Half,2468,8.05,21.1
Half,2469,8.066666667,21.1
Half,2470,8.083333333,21.1
Half,2471,8.1,21.1
Half,2472,8.1,21.1
Half,2473,8.1,21.1
Half,2474,8.166666667,21.1
Half,2475,8.2,21.1
Half,2476,8.2,21.1
Half,2477,8.216666667,21.1
Half,2478,8.216666667,21.1
Half,2479,8.216666667,21.1
Half,2480,8.25,21.1
Half,2481,8.233333333,21.1
Half,2482,8.233333333,21.1
Half,2483,8.266666667,21.1
Half,2484,8.266666667,21.1
Half,2485,8.266666667,21.1
Half,2486,8.283333333,21.1
Half,2487,8.283333333,21.1
Half,2488,8.316666667,21.1
Half,2489,8.316666667,21.1
Half,2490,8.316666667,21.1
Half,2491,8.316666667,21.1
Half,2492,8.316666667,21.1
Half,2493,8.316666667,21.1
Half,2494,8.333333333,21.1
Half,2495,8.333333333,21.1
Half,2496,8.4,21.1
Half,2497,8.433333333,21.1
Half,2498,8.466666667,21.1
Half,2499,8.466666667,21.1
Half,2500,8.466666667,21.1
Half,2501,8.466666667,21.1
Half,2502,8.516666667,21.1
Half,2503,8.533333333,21.1
Half,2504,8.566666667,21.1
Half,2505,8.683333333,21.1
Half,2506,8.716666667,21.1
Half,2507,8.716666667,21.1
Half,2508,8.733333333,21.1
Half,2509,8.733333333,21.1
Half,2510,8.766666667,21.1
Half,2511,8.733333333,21.1
Half,2512,8.8,21.1
Half,2513,8.816666667,21.1
Half,2514,8.916666667,21.1
Half,2515,8.9,21.1
Half,2516,8.866666667,21.1
Half,2517,8.9,21.1
Half,2518,8.933333333,21.1
Half,2519,9.1,21.1
Half,2520,9.383333333,21.1
Half,2521,9.583333333,21.1
Half,2522,9.6,21.1
Half,2523,9.9,21.1
Half,2524,10.11666667,21.1
Half,2525,10.53333333,21.1
Half,2526,10.65,21.1
Half,2527,11.01666667,21.1
Half,2528,11.13333333,21.1
Half,2529,12.68333333,21.1
Full,2530,3.933333333,42.2
Full,2531,3.966666667,42.2
Full,2532,3.983333333,42.2
Full,2533,4.0,42.2
Full,2534,4.016666667,42.2
Full,2535,4.016666667,42.2
Full,2536,4.016666667,42.2
Full,2537,4.033333333,42.2
Full,2538,4.05,42.2
Full,2539,4.05,42.2
Full,2540,4.066666667,42.2
Full,2541,4.066666667,42.2
Full,2542,4.066666667,42.2
Full,2543,4.083333333,42.2
Full,2544,4.083333333,42.2
Full,2545,4.116666667,42.2
Full,2546,4.133333333,42.2
Full,2547,4.133333333,42.2
Full,2548,4.15,42.2
Full,2549,4.15,42.2
Full,2550,4.2,42.2
Full,2551,4.2,42.2
Full,2552,4.216666667,42.2
Full,2553,4.233333333,42.2
Full,2554,4.25,42.2
Full,2555,4.25,42.2
Full,2556,4.25,42.2
Full,2557,4.266666667,42.2
Full,2558,4.283333333,42.2
Full,2559,4.283333333,42.2
Full,2560,4.283333333,42.2
Full,2561,4.3,42.2
Full,2562,4.316666667,42.2
Full,2563,4.333333333,42.2
Full,2564,4.333333333,42.2
Full,2565,4.383333333,42.2
Full,2566,4.416666667,42.2
Full,2567,4.416666667,42.2
Full,2568,4.416666667,42.2
Full,2569,4.45,42.2
Full,2570,4.466666667,42.2
Full,2571,4.483333333,42.2
Full,2572,4.483333333,42.2
Full,2573,4.483333333,42.2
Full,2574,4.5,42.2
Full,2575,4.516666667,42.2
Full,2576,4.516666667,42.2
Full,2577,4.516666667,42.2
Full,2578,4.533333333,42.2
Full,2579,4.55,42.2
Full,2580,4.583333333,42.2
Full,2581,4.616666667,42.2
Full,2582,4.616666667,42.2
Full,2583,4.65,42.2
Full,2584,4.666666667,42.2
Full,2585,4.666666667,42.2
Full,2586,4.683333333,42.2
Full,2587,4.683333333,42.2
Full,2588,4.683333333,42.2
Full,2589,4.683333333,42.2
Full,2590,4.683333333,42.2
Full,2591,4.683333333,42.2
Full,2592,4.683333333,42.2
Full,2593,4.7,42.2
Full,2594,4.7,42.2
Full,2595,4.716666667,42.2
Full,2596,4.733333333,42.2
Full,2597,4.733333333,42.2
Full,2598,4.733333333,42.2
Full,2599,4.75,42.2
Full,2600,4.75,42.2
Full,2601,4.766666667,42.2
Full,2602,4.75,42.2
Full,2603,4.766666667,42.2
Full,2604,4.766666667,42.2
Full,2605,4.783333333,42.2
Full,2606,4.783333333,42.2
Full,2607,4.783333333,42.2
Full,2608,4.8,42.2
Full,2609,4.8,42.2
Full,2610,4.8,42.2
Full,2611,4.8,42.2
Full,2612,4.8,42.2
Full,2613,4.816666667,42.2
Full,2614,4.816666667,42.2
Full,2615,4.816666667,42.2
Full,2616,4.833333333,42.2
Full,2617,4.833333333,42.2
Full,2618,4.833333333,42.2
Full,2619,4.85,42.2
Full,2620,4.85,42.2
Full,2621,4.85,42.2
Full,2622,4.866666667,42.2
Full,2623,4.866666667,42.2
Full,2624,4.866666667,42.2
Full,2625,4.866666667,42.2
Full,2626,4.883333333,42.2
Full,2627,4.883333333,42.2
Full,2628,4.883333333,42.2
Full,2629,4.883333333,42.2
Full,2630,4.883333333,42.2
Full,2631,4.933333333,42.2
Full,2632,4.933333333,42.2
Full,2633,4.933333333,42.2
Full,2634,4.933333333,42.2
Full,2635,4.95,42.2
Full,2636,4.95,42.2
Full,2637,4.966666667,42.2
Full,2638,4.95,42.2
Full,2639,4.966666667,42.2
Full,2640,4.966666667,42.2
Full,2641,4.966666667,42.2
Full,2642,4.983333333,42.2
Full,2643,4.983333333,42.2
Full,2644,4.983333333,42.2
Full,2645,4.983333333,42.2
Full,2646,5.0,42.2
Full,2647,4.983333333,42.2
Full,2648,5.0,42.2
Full,2649,5.0,42.2
Full,2650,5.016666667,42.2
Full,2651,5.016666667,42.2
Full,2652,5.016666667,42.2
Full,2653,5.033333333,42.2
Full,2654,5.05,42.2
Full,2655,5.05,42.2
Full,2656,5.05,42.2
Full,2657,5.05,42.2
Full,2658,5.066666667,42.2
Full,2659,5.083333333,42.2
Full,2660,5.083333333,42.2
Full,2661,5.116666667,42.2
Full,2662,5.116666667,42.2
Full,2663,5.116666667,42.2
Full,2664,5.15,42.2
Full,2665,5.15,42.2
Full,2666,5.166666667,42.2
Full,2667,5.166666667,42.2
Full,2668,5.166666667,42.2
Full,2669,5.166666667,42.2
Full,2670,5.183333333,42.2
Full,2671,5.166666667,42.2
Full,2672,5.183333333,42.2
Full,2673,5.183333333,42.2
Full,2674,5.183333333,42.2
Full,2675,5.183333333,42.2
Full,2676,5.2,42.2
Full,2677,5.2,42.2
Full,2678,5.2,42.2
Full,2679,5.2,42.2
Full,2680,5.2,42.2
Full,2681,5.216666667,42.2
Full,2682,5.216666667,42.2
Full,2683,5.233333333,42.2
Full,2684,5.25,42.2
Full,2685,5.25,42.2
Full,2686,5.266666667,42.2
Full,2687,5.266666667,42.2
Full,2688,5.266666667,42.2
Full,2689,5.283333333,42.2
Full,2690,5.283333333,42.2
Full,2691,5.283333333,42.2
Full,2692,5.3,42.2
Full,2693,5.283333333,42.2
Full,2694,5.316666667,42.2
Full,2695,5.333333333,42.2
Full,2696,5.333333333,42.2
Full,2697,5.333333333,42.2
Full,2698,5.333333333,42.2
Full,2699,5.316666667,42.2
Full,2700,5.35,42.2
Full,2701,5.333333333,42.2
Full,2702,5.35,42.2
Full,2703,5.366666667,42.2
Full,2704,5.366666667,42.2
Full,2705,5.383333333,42.2
Full,2706,5.383333333,42.2
Full,2707,5.4,42.2
Full,2708,5.4,42.2
Full,2709,5.4,42.2
Full,2710,5.416666667,42.2
Full,2711,5.416666667,42.2
Full,2712,5.416666667,42.2
Full,2713,5.416666667,42.2
Full,2714,5.433333333,42.2
Full,2715,5.433333333,42.2
Full,2716,5.433333333,42.2
Full,2717,5.433333333,42.2
Full,2718,5.45,42.2
Full,2719,5.433333333,42.2
Full,2720,5.466666667,42.2
Full,2721,5.466666667,42.2
Full,2722,5.483333333,42.2
Full,2723,5.483333333,42.2
Full,2724,5.5,42.2
Full,2725,5.5,42.2
Full,2726,5.516666667,42.2
Full,2727,5.5,42.2
Full,2728,5.516666667,42.2
Full,2729,5.55,42.2
Full,2730,5.55,42.2
Full,2731,5.566666667,42.2
Full,2732,5.566666667,42.2
Full,2733,5.566666667,42.2
Full,2734,5.55,42.2
Full,2735,5.566666667,42.2
Full,2736,5.583333333,42.2
Full,2737,5.583333333,42.2
Full,2738,5.583333333,42.2
Full,2739,5.583333333,42.2
Full,2740,5.583333333,42.2
Full,2741,5.6,42.2
Full,2742,5.6,42.2
Full,2743,5.6,42.2
Full,2744,5.583333333,42.2
Full,2745,5.6,42.2
Full,2746,5.6,42.2
Full,2747,5.616666667,42.2
Full,2748,5.616666667,42.2
Full,2749,5.616666667,42.2
Full,2750,5.633333333,42.2
Full,2751,5.633333333,42.2
Full,2752,5.616666667,42.2
Full,2753,5.65,42.2
Full,2754,5.666666667,42.2
Full,2755,5.666666667,42.2
Full,2756,5.65,42.2
Full,2757,5.633333333,42.2
Full,2758,5.666666667,42.2
Full,2759,5.683333333,42.2
Full,2760,5.683333333,42.2
Full,2761,5.683333333,42.2
Full,2762,5.683333333,42.2
Full,2763,5.683333333,42.2
Full,2764,5.7,42.2
Full,2765,5.716666667,42.2
Full,2766,5.766666667,42.2
Full,2767,5.75,42.2
Full,2768,5.783333333,42.2
Full,2769,5.8,42.2
Full,2770,5.816666667,42.2
Full,2771,5.816666667,42.2
Full,2772,5.816666667,42.2
Full,2773,5.816666667,42.2
Full,2774,5.816666667,42.2
Full,2775,5.816666667,42.2
Full,2776,5.833333333,42.2
Full,2777,5.85,42.2
Full,2778,5.883333333,42.2
Full,2779,5.9,42.2
Full,2780,5.9,42.2
Full,2781,5.9,42.2
Full,2782,5.933333333,42.2
Full,2783,5.933333333,42.2
Full,2784,5.966666667,42.2
Full,2785,5.966666667,42.2
Full,2786,5.966666667,42.2
Full,2787,5.983333333,42.2
Full,2788,5.983333333,42.2
Full,2789,5.983333333,42.2
Full,2790,5.983333333,42.2
Full,2791,6.0,42.2
Full,2792,6.0,42.2
Full,2793,5.983333333,42.2
Full,2794,6.016666667,42.2
Full,2795,6.0,42.2
Full,2796,6.0,42.2
Full,2797,6.033333333,42.2
Full,2798,6.033333333,42.2
Full,2799,6.033333333,42.2
Full,2800,6.033333333,42.2
Full,2801,6.05,42.2
Full,2802,6.016666667,42.2
Full,2803,6.066666667,42.2
Full,2804,6.066666667,42.2
Full,2805,6.05,42.2
Full,2806,6.066666667,42.2
Full,2807,6.083333333,42.2
Full,2808,6.083333333,42.2
Full,2809,6.1,42.2
Full,2810,6.116666667,42.2
Full,2811,6.1,42.2
Full,2812,6.133333333,42.2
Full,2813,6.183333333,42.2
Full,2814,6.166666667,42.2
Full,2815,6.183333333,42.2
Full,2816,6.25,42.2
Full,2817,6.233333333,42.2
Full,2818,6.266666667,42.2
Full,2819,6.316666667,42.2
Full,2820,6.333333333,42.2
Full,2821,6.35,42.2
Full,2822,6.366666667,42.2
